,YEAR,C_S,WA,BA,IA,AA,NA,TOM,NH,H
69445,2020,"Barnstable County,Massachusetts",210422,8369,1793,3805,144,4436,220783,8186
69464,2021,"Barnstable County,Massachusetts",213402,8604,1770,3929,159,4547,223973,8438
69502,2020,"Berkshire County,Massachusetts",117967,4845,469,2209,83,3185,121776,6982
69521,2021,"Berkshire County,Massachusetts",117665,4918,479,2245,87,3263,121583,7074
69559,2020,"Bristol County,Massachusetts",507279,38467,3899,14689,746,14092,526889,52283
69578,2021,"Bristol County,Massachusetts",505064,40881,3970,15022,809,14418,526033,54131
69616,2020,"Dukes County,Massachusetts",18422,1019,260,276,13,591,19838,743
69635,2021,"Dukes County,Massachusetts",18814,1073,263,302,16,629,20296,801
69673,2020,"Essex County,Massachusetts",683861,60425,7650,32322,1401,23559,624475,184743
69692,2021,"Essex County,Massachusetts",680024,61169,7835,32689,1422,23935,619295,187779
69730,2020,"Franklin County,Massachusetts",66422,1244,364,1216,139,1603,67765,3223
69749,2021,"Franklin County,Massachusetts",66331,1296,366,1233,144,1645,67708,3307
69787,2020,"Hampden County,Massachusetts",382046,52271,3685,12703,860,13343,339456,125452
69806,2021,"Hampden County,Massachusetts",378860,52658,3740,12882,892,13686,336222,126496
69844,2020,"Hampshire County,Massachusetts",142340,5788,531,9092,130,4183,151869,10195
69863,2021,"Hampshire County,Massachusetts",141977,5744,531,9002,131,4187,151223,10349
69901,2020,"Middlesex County,Massachusetts",1260976,98820,4521,222443,1070,41592,1492079,137343
69920,2021,"Middlesex County,Massachusetts",1242332,99538,4624,224816,1109,42323,1475513,139229
69958,2020,"Nantucket County,Massachusetts",11990,1658,60,263,20,253,12098,2146
69977,2021,"Nantucket County,Massachusetts",12175,1705,61,262,22,266,12243,2248
70015,2020,"Norfolk County,Massachusetts",556240,60849,1759,90752,378,16047,687967,38058
70034,2021,"Norfolk County,Massachusetts",551054,62784,1833,91956,401,16477,684875,39630
70072,2020,"Plymouth County,Massachusetts",444147,64462,1780,9024,709,10857,507791,23188
70091,2021,"Plymouth County,Massachusetts",444646,65354,1812,9291,691,11209,509016,23987
70129,2020,"Suffolk County,Massachusetts",489336,193528,6072,75330,1263,29902,608986,186445
70148,2021,"Suffolk County,Massachusetts",472598,188427,5983,73500,1243,29494,587719,183526
70186,2020,"Worcester County,Massachusetts",734091,55264,3695,47294,669,20448,753399,108062
70205,2021,"Worcester County,Massachusetts",731867,56764,3735,48059,686,20918,751675,110354
70243,2020,"Alcona County,Michigan",9815,65,75,46,12,145,9964,194
70262,2021,"Alcona County,Michigan",9876,72,79,49,11,148,10023,212
70300,2020,"Alger County,Michigan",7448,638,422,42,1,283,8662,172
70319,2021,"Alger County,Michigan",7382,679,425,43,1,291,8629,192
70357,2020,"Allegan County,Michigan",114380,1871,897,1073,57,2318,111277,9319
70376,2021,"Allegan County,Michigan",114511,1880,891,1114,61,2493,111450,9500
70414,2020,"Alpena County,Michigan",27930,175,201,151,12,408,28431,446
70433,2021,"Alpena County,Michigan",27897,193,222,153,12,416,28421,472
70471,2020,"Antrim County,Michigan",22580,90,290,84,15,362,22861,560
70490,2021,"Antrim County,Michigan",22938,101,306,84,16,368,23245,568
70528,2020,"Arenac County,Michigan",14363,89,206,52,10,270,14647,343
70547,2021,"Arenac County,Michigan",14327,82,208,55,10,293,14615,360
70585,2020,"Baraga County,Michigan",5919,651,1154,30,1,373,7978,150
70604,2021,"Baraga County,Michigan",5967,674,1154,34,1,385,8057,158
70642,2020,"Barry County,Michigan",60306,431,375,326,17,1093,60520,2028
70661,2021,"Barry County,Michigan",60612,488,399,347,15,1131,60799,2193
70699,2020,"Bay County,Michigan",97895,2021,705,611,18,2344,97623,5971
70718,2021,"Bay County,Michigan",97160,2100,713,625,20,2367,96968,6017
70756,2020,"Benzie County,Michigan",17174,143,262,99,8,288,17532,442
70775,2021,"Benzie County,Michigan",17419,143,261,97,8,295,17765,458
70813,2020,"Berrien County,Michigan",122870,22446,1052,3285,167,4275,144888,9207
70832,2021,"Berrien County,Michigan",122297,22006,1070,3196,163,4369,143789,9312
70870,2020,"Branch County,Michigan",42357,1065,229,320,15,824,42356,2454
70889,2021,"Branch County,Michigan",42423,1122,249,306,12,873,42374,2611
70927,2020,"Calhoun County,Michigan",109031,14849,1140,3834,65,5194,126441,7672
70946,2021,"Calhoun County,Michigan",108789,14895,1115,3722,67,5231,126113,7706
70984,2020,"Cass County,Michigan",46246,2645,638,399,28,1607,49422,2141
71003,2021,"Cass County,Michigan",46109,2661,637,407,33,1636,49239,2244
71041,2020,"Charlevoix County,Michigan",24781,147,404,162,21,497,25389,623
71060,2021,"Charlevoix County,Michigan",24798,150,438,175,21,504,25430,656
71098,2020,"Cheboygan County,Michigan",23774,195,797,109,15,709,25177,422
71117,2021,"Cheboygan County,Michigan",23875,220,805,104,15,733,25312,440
71155,2020,"Chippewa County,Michigan",25755,2520,6191,275,23,1980,35980,764
71174,2021,"Chippewa County,Michigan",25747,2639,6131,267,23,2009,36023,793
71212,2020,"Clare County,Michigan",29707,228,269,89,12,517,30104,718
71231,2021,"Clare County,Michigan",29910,242,285,95,12,521,30296,769
71269,2020,"Clinton County,Michigan",73995,1680,438,1279,52,1684,75295,3833
71288,2021,"Clinton County,Michigan",74175,1657,432,1344,50,1768,75512,3914
71326,2020,"Crawford County,Michigan",12437,112,105,99,9,203,12655,310
71345,2021,"Crawford County,Michigan",12651,124,106,98,9,216,12891,313
71383,2020,"Delta County,Michigan",34409,153,1066,191,12,1011,36279,563
71402,2021,"Delta County,Michigan",34302,176,1097,192,13,1046,36262,564
71440,2020,"Dickinson County,Michigan",24886,138,271,182,21,388,25437,449
71459,2021,"Dickinson County,Michigan",24731,141,280,184,22,429,25316,471
71497,2020,"Eaton County,Michigan",94849,7815,610,2703,56,3073,102840,6266
71516,2021,"Eaton County,Michigan",94319,7996,629,2738,62,3200,102484,6460
71554,2020,"Emmet County,Michigan",31485,244,1338,217,45,761,33382,708
71573,2021,"Emmet County,Michigan",31526,282,1356,217,52,792,33482,743
71611,2020,"Genesee County,Michigan",304545,82179,2306,4269,120,12229,390322,15326
71630,2021,"Genesee County,Michigan",303094,82008,2312,4307,117,12370,388479,15729
71668,2020,"Gladwin County,Michigan",24617,145,166,114,9,318,24864,505
71687,2021,"Gladwin County,Michigan",24747,137,163,112,8,318,24947,538
71725,2020,"Gogebic County,Michigan",13395,88,494,56,9,273,14027,288
71744,2021,"Gogebic County,Michigan",13416,90,485,61,10,299,14062,299
71782,2020,"Grand Traverse County,Michigan",90613,807,1227,754,84,1830,92349,2966
71801,2021,"Grand Traverse County,Michigan",91034,824,1242,792,85,1883,92778,3082
71839,2020,"Gratiot County,Michigan",37984,2548,307,208,23,592,38900,2762
71858,2021,"Gratiot County,Michigan",37707,2661,328,209,22,617,38729,2815
71896,2020,"Hillsdale County,Michigan",44098,334,287,218,15,725,44495,1182
71915,2021,"Hillsdale County,Michigan",43929,367,287,216,13,734,44312,1234
71953,2020,"Houghton County,Michigan",34921,356,285,991,14,593,36494,666
71972,2021,"Houghton County,Michigan",35071,373,297,965,14,593,36640,673
72010,2020,"Huron County,Michigan",30534,209,129,188,4,287,30512,839
72029,2021,"Huron County,Michigan",30409,228,128,191,4,292,30408,844
72067,2020,"Ingham County,Michigan",215381,35194,1843,19032,238,12832,261080,23440
72086,2021,"Ingham County,Michigan",214966,35370,1864,18575,249,13010,260604,23430
72124,2020,"Ionia County,Michigan",61714,3140,456,317,21,1213,63442,3419
72143,2021,"Ionia County,Michigan",61846,3262,480,316,21,1272,63723,3474
72181,2020,"Iosco County,Michigan",24011,230,230,199,14,507,24529,662
72200,2021,"Iosco County,Michigan",24139,243,244,203,16,524,24672,697
72238,2020,"Iron County,Michigan",11142,53,186,53,2,201,11366,271
72257,2021,"Iron County,Michigan",11123,56,199,55,2,200,11377,258
72295,2020,"Isabella County,Michigan",56865,1725,2617,1111,31,2139,61677,2811
72314,2021,"Isabella County,Michigan",57089,1777,2620,1095,30,2202,61901,2912
72352,2020,"Jackson County,Michigan",140104,12816,691,1436,95,5058,154106,6094
72371,2021,"Jackson County,Michigan",139669,12921,700,1409,99,5252,153864,6186
72409,2020,"Kalamazoo County,Michigan",211860,30928,1388,7381,178,9894,247389,14240
72428,2021,"Kalamazoo County,Michigan",211203,30784,1396,7376,192,10157,246550,14558
72466,2020,"Kalkaska County,Michigan",17094,135,184,112,11,389,17521,404
72485,2021,"Kalkaska County,Michigan",17115,140,179,118,11,416,17563,416
72523,2020,"Kent County,Michigan",539234,70137,4791,22191,580,21107,584738,73302
72542,2021,"Kent County,Michigan",538312,70504,4851,22490,578,21311,583808,74238
72580,2020,"Keweenaw County,Michigan",1999,10,8,2,0,36,2024,31
72599,2021,"Keweenaw County,Michigan",2043,7,8,5,0,44,2070,37
72637,2020,"Lake County,Michigan",10685,893,109,39,2,371,11780,319
72656,2021,"Lake County,Michigan",10868,879,124,41,1,395,11934,374
72694,2020,"Lapeer County,Michigan",85042,1051,460,593,12,1370,84058,4470
72713,2021,"Lapeer County,Michigan",84914,1110,485,590,12,1402,83995,4518
72751,2020,"Leelanau County,Michigan",20851,137,749,132,14,419,21339,963
72770,2021,"Leelanau County,Michigan",21150,141,745,147,13,427,21625,998
72808,2020,"Lenawee County,Michigan",92993,2823,587,509,44,2258,90739,8475
72827,2021,"Lenawee County,Michigan",92692,2842,585,508,42,2287,90407,8549
72865,2020,"Livingston County,Michigan",186911,1314,913,1888,106,2841,188732,5241
72884,2021,"Livingston County,Michigan",187746,1326,951,1953,113,2925,189595,5419
72922,2020,"Luce County,Michigan",4162,603,326,15,5,214,5228,97
72941,2021,"Luce County,Michigan",4131,618,323,16,6,215,5213,96
72979,2020,"Mackinac County,Michigan",8023,354,1795,110,2,546,10573,257
72998,2021,"Mackinac County,Michigan",8070,372,1793,112,2,557,10646,260
73036,2020,"Macomb County,Michigan",701113,113768,2959,39022,317,23170,855161,25188
73055,2021,"Macomb County,Michigan",692766,116219,2975,40616,336,23880,850979,25813
73093,2020,"Manistee County,Michigan",22981,835,602,102,14,529,24130,933
73112,2021,"Manistee County,Michigan",23210,873,616,104,12,535,24400,950
73150,2020,"Marquette County,Michigan",61595,1084,1327,505,27,1393,64831,1100
73169,2021,"Marquette County,Michigan",61701,1104,1348,519,29,1402,64952,1151
73207,2020,"Mason County,Michigan",27672,265,310,246,5,566,27697,1367
73226,2021,"Mason County,Michigan",27929,302,302,252,9,589,27958,1425
73264,2020,"Mecosta County,Michigan",36956,1060,352,355,17,1041,38750,1031
73283,2021,"Mecosta County,Michigan",37138,1095,353,374,19,1052,38906,1125
73321,2020,"Menominee County,Michigan",22054,163,719,100,10,377,22939,484
73340,2021,"Menominee County,Michigan",21891,209,697,106,10,386,22770,529
73378,2020,"Midland County,Michigan",78242,1242,442,1932,65,1553,80838,2638
73397,2021,"Midland County,Michigan",78245,1239,453,1890,69,1561,80744,2713
73435,2020,"Missaukee County,Michigan",14497,88,114,101,2,265,14584,483
73454,2021,"Missaukee County,Michigan",14533,104,119,102,2,270,14641,489
73492,2020,"Monroe County,Michigan",145866,4211,598,1079,56,2986,148793,6003
73511,2021,"Monroe County,Michigan",145879,4446,623,1099,54,3173,149004,6270
73549,2020,"Montcalm County,Michigan",63014,1601,442,270,29,1159,64063,2452
73568,2021,"Montcalm County,Michigan",63487,1732,461,282,37,1221,64626,2594
73606,2020,"Montmorency County,Michigan",8819,56,86,28,1,165,9020,135
73625,2021,"Montmorency County,Michigan",8955,56,81,32,1,172,9147,150
73663,2020,"Muskegon County,Michigan",142525,24350,1649,1239,66,5988,165177,10640
73682,2021,"Muskegon County,Michigan",143060,24305,1672,1217,74,6183,165638,10873
73720,2020,"Newaygo County,Michigan",47845,572,432,255,16,922,47026,3016
73739,2021,"Newaygo County,Michigan",48001,603,447,260,15,970,47229,3067
73777,2020,"Oakland County,Michigan",956802,175202,4171,105547,423,30263,1214149,58259
73796,2021,"Oakland County,Michigan",952085,176130,4211,106366,425,30800,1210512,59505
73834,2020,"Oceana County,Michigan",25412,308,399,87,12,470,22598,4090
73853,2021,"Oceana County,Michigan",25462,333,409,91,12,508,22664,4151
73891,2020,"Ogemaw County,Michigan",19948,114,204,144,9,321,20272,468
73910,2021,"Ogemaw County,Michigan",19914,116,215,143,10,328,20248,478
73948,2020,"Ontonagon County,Michigan",5575,16,87,34,1,91,5719,85
73967,2021,"Ontonagon County,Michigan",5590,20,118,40,1,99,5762,106
74005,2020,"Osceola County,Michigan",21947,210,171,73,12,474,22384,503
74024,2021,"Osceola County,Michigan",22103,243,181,75,13,490,22579,526
74062,2020,"Oscoda County,Michigan",7941,47,83,18,4,141,8080,154
74081,2021,"Oscoda County,Michigan",8011,53,81,21,4,141,8147,164
74119,2020,"Otsego County,Michigan",24084,148,219,170,13,468,24627,475
74138,2021,"Otsego County,Michigan",24248,156,210,174,13,488,24808,481
74176,2020,"Ottawa County,Michigan",274345,5771,1666,8624,160,6221,266084,30703
74195,2021,"Ottawa County,Michigan",276077,6040,1693,8753,169,6425,268028,31129
74233,2020,"Presque Isle County,Michigan",12531,80,124,79,5,160,12766,213
74252,2021,"Presque Isle County,Michigan",12615,90,128,84,7,169,12862,231
74290,2020,"Roscommon County,Michigan",22562,151,212,161,6,340,22941,491
74309,2021,"Roscommon County,Michigan",22686,166,221,168,6,386,23127,506
74347,2020,"Saginaw County,Michigan",144397,36641,1086,2614,108,4985,172631,17200
74366,2021,"Saginaw County,Michigan",143875,36695,1129,2558,113,5221,172193,17398
74404,2020,"St. Clair County,Michigan",150577,4087,856,948,49,3748,154473,5792
74423,2021,"St. Clair County,Michigan",150273,4067,856,971,50,3836,154159,5894
74461,2020,"St. Joseph County,Michigan",56954,1530,375,418,12,1613,55663,5239
74480,2021,"St. Joseph County,Michigan",56782,1535,389,436,15,1601,55427,5331
74518,2020,"Sanilac County,Michigan",39322,246,266,156,12,504,38867,1639
74537,2021,"Sanilac County,Michigan",39266,269,277,159,12,523,38802,1704
74575,2020,"Schoolcraft County,Michigan",6939,30,747,19,0,306,7932,109
74594,2021,"Schoolcraft County,Michigan",6936,30,740,19,0,305,7910,120
74632,2020,"Shiawassee County,Michigan",65578,519,372,366,49,1099,65915,2068
74651,2021,"Shiawassee County,Michigan",65421,553,384,362,54,1103,65823,2054
74689,2020,"Tuscola County,Michigan",51269,694,369,195,24,723,51280,1994
74708,2021,"Tuscola County,Michigan",50841,704,385,210,27,750,50876,2041
74746,2020,"Van Buren County,Michigan",69061,2924,899,516,40,2116,66550,9006
74765,2021,"Van Buren County,Michigan",69108,2904,928,546,43,2129,66366,9292
74803,2020,"Washtenaw County,Michigan",276117,45318,1530,34561,211,13919,352772,18884
74822,2021,"Washtenaw County,Michigan",274479,45100,1535,34077,218,13981,350286,19104
74860,2020,"Wayne County,Michigan",979121,689379,8622,63695,274,49134,1677025,113200
74879,2021,"Wayne County,Michigan",970289,682152,8533,63558,245,50039,1660196,114620
74917,2020,"Wexford County,Michigan",32293,218,261,239,25,640,32922,754
74936,2021,"Wexford County,Michigan",32431,250,270,230,20,700,33058,843
74974,2020,"Aitkin County,Minnesota",14852,82,424,42,5,288,15472,221
74993,2021,"Aitkin County,Minnesota",15019,104,426,51,7,280,15647,240
75031,2020,"Anoka County,Minnesota",300833,29247,3193,19578,260,11188,345761,18538
75050,2021,"Anoka County,Minnesota",299281,31609,3204,21075,271,11578,347634,19384
75088,2020,"Becker County,Minnesota",30647,235,2818,191,20,1236,34304,843
75107,2021,"Becker County,Minnesota",30737,214,2794,205,19,1250,34383,836
75145,2020,"Beltrami County,Minnesota",33561,387,10294,350,30,1608,45059,1171
75164,2021,"Beltrami County,Minnesota",33657,394,10305,359,31,1634,45171,1209
75202,2020,"Benton County,Minnesota",37405,2171,266,478,27,991,40071,1267
75221,2021,"Benton County,Minnesota",37311,2304,266,496,32,1050,40151,1308
75259,2020,"Big Stone County,Minnesota",5002,24,46,19,0,56,5027,120
75278,2021,"Big Stone County,Minnesota",4993,28,44,21,0,59,5016,129
75316,2020,"Blue Earth County,Minnesota",62243,3246,315,1726,51,1592,66291,2882
75335,2021,"Blue Earth County,Minnesota",62236,3336,318,1710,56,1624,66288,2992
75373,2020,"Brown County,Minnesota",25212,140,79,197,10,247,24668,1217
75392,2021,"Brown County,Minnesota",25108,162,88,196,10,255,24545,1274
75430,2020,"Carlton County,Minnesota",32212,612,2150,213,7,962,35499,657
75449,2021,"Carlton County,Minnesota",32424,653,2088,212,7,1025,35725,684
75487,2020,"Carver County,Minnesota",98510,2465,379,3792,50,2090,102524,4762
75506,2021,"Carver County,Minnesota",99462,2584,422,3946,56,2156,103790,4836
75544,2020,"Cass County,Minnesota",25252,142,3802,138,6,785,29399,726
75563,2021,"Cass County,Minnesota",25697,159,3797,144,7,835,29895,744
75601,2020,"Chippewa County,Minnesota",11720,113,178,152,183,247,11560,1033
75620,2021,"Chippewa County,Minnesota",11460,118,176,160,200,243,11347,1010
75658,2020,"Chisago County,Minnesota",53620,809,459,829,24,929,55247,1423
75677,2021,"Chisago County,Minnesota",54113,885,488,993,23,967,55990,1479
75715,2020,"Clay County,Minnesota",58334,3148,1180,920,46,1723,62165,3186
75734,2021,"Clay County,Minnesota",58294,3322,1219,930,48,1761,62271,3303
75772,2020,"Clearwater County,Minnesota",7323,56,832,27,2,340,8367,213
75791,2021,"Clearwater County,Minnesota",7278,63,847,27,2,359,8357,219
75829,2020,"Cook County,Minnesota",4803,85,472,60,2,170,5446,146
75848,2021,"Cook County,Minnesota",4854,90,440,67,2,164,5462,155
75886,2020,"Cottonwood County,Minnesota",10457,158,103,482,45,244,10447,1042
75905,2021,"Cottonwood County,Minnesota",10430,185,104,512,83,255,10421,1148
75943,2020,"Crow Wing County,Minnesota",63455,588,679,334,21,1159,65173,1063
75962,2021,"Crow Wing County,Minnesota",64417,598,697,339,20,1199,66140,1130
76000,2020,"Dakota County,Minnesota",364557,35050,2782,23971,472,13485,406613,33704
76019,2021,"Dakota County,Minnesota",363580,36663,2876,24470,464,13985,407545,34493
76057,2020,"Dodge County,Minnesota",20027,176,104,175,7,372,19811,1050
76076,2021,"Dodge County,Minnesota",20100,181,107,166,7,374,19881,1054
76114,2020,"Douglas County,Minnesota",37880,298,194,243,12,452,38314,765
76133,2021,"Douglas County,Minnesota",37993,319,190,237,15,484,38469,769
76171,2020,"Faribault County,Minnesota",13381,141,118,55,3,190,12816,1072
76190,2021,"Faribault County,Minnesota",13354,152,126,65,3,209,12740,1169
76228,2020,"Fillmore County,Minnesota",20701,125,43,141,4,232,20853,393
76247,2021,"Fillmore County,Minnesota",20700,126,48,147,9,241,20853,418
76285,2020,"Freeborn County,Minnesota",28597,525,196,1025,68,472,27566,3317
