,YEAR,C_S,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT
31119,2019,"Hood River County,Oregon",23347,1.004206369645463,11698,11649,39.2,1439,2726,8985,6057,3809
31131,2017,"Jackson County,Oregon",217030,0.9556480680507498,106054,110976,42.6,12120,22815,76700,56438,46567
31132,2018,"Jackson County,Oregon",219616,0.9540702381905702,107227,112389,42.6,12016,23160,77899,55990,48046
31133,2019,"Jackson County,Oregon",220815,0.9549281559586731,107862,112953,42.8,11744,23414,78279,55142,49756
31145,2017,"Jefferson County,Oregon",23629,1.0707212338971168,12218,11411,40.5,1511,2880,8290,6154,4496
31146,2018,"Jefferson County,Oregon",24085,1.0739688280375441,12472,11613,40.6,1479,2983,8444,6222,4684
31147,2019,"Jefferson County,Oregon",24647,1.077636348309871,12784,11863,40.2,1569,2973,8704,6228,4857
31159,2017,"Josephine County,Oregon",86732,0.9530275394627216,42323,44409,47.6,4463,8636,26786,23756,22143
31160,2018,"Josephine County,Oregon",87418,0.9533002636635831,42664,44754,47.6,4478,8622,27171,23428,22702
31161,2019,"Josephine County,Oregon",87679,0.9489419400729083,42691,44988,47.7,4395,8667,27442,22944,23222
31173,2017,"Klamath County,Oregon",66853,0.9929942761745767,33309,33544,42.2,4100,7255,23299,17541,13908
31174,2018,"Klamath County,Oregon",67810,0.9997640744345159,33901,33909,41.8,4143,7422,23770,17252,14420
31175,2019,"Klamath County,Oregon",68343,0.9994441356309061,34162,34181,41.7,4098,7512,24080,17097,14770
31187,2017,"Lake County,Oregon",7892,1.1358592692828147,4197,3695,47.1,428,762,2431,2252,1933
31188,2018,"Lake County,Oregon",7861,1.1291982665222102,4169,3692,47.6,391,771,2437,2206,1986
31189,2019,"Lake County,Oregon",7939,1.1261381896089984,4205,3734,47.7,392,794,2454,2177,2046
31201,2017,"Lane County,Oregon",375689,0.9707965251694399,185061,190628,39.3,18582,34994,154429,93585,70139
31202,2018,"Lane County,Oregon",378807,0.9677467949383922,186299,192508,39.6,18420,34922,155698,92599,73080
31203,2019,"Lane County,Oregon",382064,0.9660273859817942,187731,194333,39.8,18171,35140,157198,91655,75979
31215,2017,"Lincoln County,Oregon",48794,0.9391169574375074,23631,25163,51.8,2254,4244,13963,14500,13411
31216,2018,"Lincoln County,Oregon",49320,0.9378413421869475,23869,25451,52.1,2145,4233,14095,14274,14102
31217,2019,"Lincoln County,Oregon",50125,0.9343572724115309,24212,25913,52.3,2034,4299,14384,14146,14797
31229,2017,"Linn County,Oregon",125098,0.9777089195940177,61844,63254,39.8,7690,14360,46266,32417,22774
31230,2018,"Linn County,Oregon",127455,0.9770886979182825,62989,64466,39.9,7718,14372,47443,32584,23710
31231,2019,"Linn County,Oregon",129598,0.9804095354523228,64158,65440,39.9,7736,14591,48659,32399,24625
31243,2017,"Malheur County,Oregon",30449,1.1930999711898589,16565,13884,36.1,2185,3962,11913,6981,4992
31244,2018,"Malheur County,Oregon",30633,1.1924563412539364,16661,13972,35.8,2146,4122,11955,6929,5055
31245,2019,"Malheur County,Oregon",30698,1.1980524130030072,16732,13966,35.9,2103,4138,11998,6830,5201
31257,2017,"Marion County,Oregon",340846,0.9929833998935815,169823,171023,36.4,22773,43220,136354,81769,52106
31258,2018,"Marion County,Oregon",345512,0.9936413416653684,172205,173307,36.5,22928,43310,138653,81904,54035
31259,2019,"Marion County,Oregon",347557,0.9940160642570282,173257,174300,36.8,22409,43185,139577,81614,56109
31271,2017,"Morrow County,Oregon",11225,1.0543557833089312,5761,5464,37.4,806,1531,4138,2790,1794
31272,2018,"Morrow County,Oregon",11349,1.05003612716763,5813,5536,37.2,825,1563,4109,2814,1851
31273,2019,"Morrow County,Oregon",11607,1.0373880989994735,5910,5697,37.3,838,1589,4233,2851,1917
31285,2017,"Multnomah County,Oregon",808192,0.9812949393372574,400281,407911,37.3,44391,77058,373239,200451,105019
31286,2018,"Multnomah County,Oregon",809448,0.981721454155517,400991,408457,37.6,43041,76308,373558,199329,109205
31287,2019,"Multnomah County,Oregon",812439,0.9799263046561615,402101,410338,37.8,41170,75965,375711,198466,113060
31299,2017,"Polk County,Oregon",83707,0.9539449112978525,40867,42840,37.0,4837,9829,33700,19588,14660
31300,2018,"Polk County,Oregon",84854,0.9518781772594483,41381,43473,37.1,4732,9912,34411,19489,15170
31301,2019,"Polk County,Oregon",85851,0.9533788395904437,41901,43950,37.3,4732,9932,34958,19328,15759
31313,2017,"Sherman County,Oregon",1740,1.027972027972028,882,858,47.8,89,161,548,489,437
31314,2018,"Sherman County,Oregon",1702,1.0456730769230769,870,832,48.8,91,147,515,480,449
31315,2019,"Sherman County,Oregon",1790,1.069364161849711,925,865,46.7,96,177,578,470,455
31327,2017,"Tillamook County,Oregon",26511,1.0166590597900502,13365,13146,48.1,1303,2626,8098,7546,6666
31328,2018,"Tillamook County,Oregon",26710,1.0247119466343237,13518,13192,48.4,1288,2635,8157,7426,6923
31329,2019,"Tillamook County,Oregon",27132,1.0181493603094318,13688,13444,48.7,1273,2649,8299,7346,7255
31341,2017,"Umatilla County,Oregon",77069,1.0902902088418769,40199,36870,36.3,5197,10061,30487,18512,11733
31342,2018,"Umatilla County,Oregon",77332,1.0905625692736072,40341,36991,36.4,5047,10025,30709,18279,12125
31343,2019,"Umatilla County,Oregon",77744,1.0949609269738616,40634,37110,36.4,4972,10090,31059,18038,12478
31355,2017,"Union County,Oregon",26410,0.9779808268424206,13058,13352,38.8,1582,3001,9974,6257,5295
31356,2018,"Union County,Oregon",26733,0.9805156319454734,13235,13498,39.2,1545,3032,10071,6156,5601
31357,2019,"Union County,Oregon",26733,0.9849272349272349,13265,13468,39.1,1487,3046,10225,6009,5642
31369,2017,"Wallowa County,Oregon",7018,0.9691358024691358,3454,3564,52.0,338,680,1956,2011,1960
31370,2018,"Wallowa County,Oregon",7043,0.9717245240761478,3471,3572,52.1,335,694,1968,1940,2046
31371,2019,"Wallowa County,Oregon",7169,0.9608862144420132,3513,3656,51.2,337,727,2038,1878,2105
31383,2017,"Wasco County,Oregon",26296,0.999239717174789,13143,13153,40.7,1693,2941,9412,6700,5257
31384,2018,"Wasco County,Oregon",26346,1.010838039993894,13244,13102,40.5,1658,2931,9532,6542,5361
31385,2019,"Wasco County,Oregon",26532,1.01,13332,13200,40.7,1636,2943,9631,6506,5498
31397,2017,"Washington County,Oregon",591969,0.9800016054907784,292995,298974,36.8,36339,70228,253473,147820,76246
31398,2018,"Washington County,Oregon",597030,0.9807837139321391,295619,301411,37.0,35423,69722,256679,147856,79539
31399,2019,"Washington County,Oregon",600933,0.9817663761290897,297702,303231,37.2,34690,69198,258539,147890,82692
31411,2017,"Wheeler County,Oregon",1353,1.0163934426229508,682,671,56.4,63,95,341,376,470
31412,2018,"Wheeler County,Oregon",1356,0.9737991266375546,669,687,57.0,66,90,331,385,471
31413,2019,"Wheeler County,Oregon",1348,0.9593023255813954,660,688,58.1,54,90,323,379,492
31425,2017,"Yamhill County,Oregon",105313,0.9964171295330895,52562,52751,38.5,6046,11934,41767,26560,17607
31426,2018,"Yamhill County,Oregon",106390,1.0000751978643807,53197,53193,38.8,6016,11921,42281,26527,18298
31427,2019,"Yamhill County,Oregon",106927,1.0010292686578337,53491,53436,39.2,5905,11874,42246,26324,19181
31439,2017,"Adams County,Pennsylvania",102629,0.9685617830974028,50495,52134,44.0,5334,10516,35431,29895,20204
31440,2018,"Adams County,Pennsylvania",103035,0.9684956631385885,50693,52342,44.1,5307,10445,35433,29687,20845
31441,2019,"Adams County,Pennsylvania",102776,0.9681725042609012,50557,52219,44.3,5020,10368,35508,29114,21535
31453,2017,"Allegheny County,Pennsylvania",1220423,0.933821269097789,589329,631094,40.7,64301,112836,475072,329709,225709
31454,2018,"Allegheny County,Pennsylvania",1217508,0.9354124905217075,588439,629069,40.6,64018,112220,476148,322022,230412
31455,2019,"Allegheny County,Pennsylvania",1215716,0.9374423292987083,588231,627485,40.6,63976,111980,477440,314156,235605
31467,2017,"Armstrong County,Pennsylvania",66042,0.9876602660567025,32816,33226,46.5,3211,6557,21272,20017,14239
31468,2018,"Armstrong County,Pennsylvania",65411,0.9894461510386569,32532,32879,46.9,3134,6459,20881,19712,14487
31469,2019,"Armstrong County,Pennsylvania",64699,0.9912898956634145,32208,32491,47.1,3040,6322,20643,19296,14690
31481,2017,"Beaver County,Pennsylvania",165779,0.9425026071265364,80436,85343,45.3,8505,16273,55727,48640,34743
31482,2018,"Beaver County,Pennsylvania",164669,0.9443047241212379,79976,84693,45.2,8307,16234,55578,47510,35235
31483,2019,"Beaver County,Pennsylvania",163956,0.9456034175863297,79686,84270,45.2,8295,15956,55564,46399,35890
31495,2017,"Bedford County,Pennsylvania",48359,0.9912295149468829,24073,24286,46.6,2372,4707,15466,14508,10701
31496,2018,"Bedford County,Pennsylvania",48090,0.9906449209371637,23932,24158,47.0,2382,4592,15305,14301,10943
31497,2019,"Bedford County,Pennsylvania",47913,0.990569173244703,23843,24070,47.4,2353,4547,15158,14093,11206
31509,2017,"Berks County,Pennsylvania",417601,0.9692958463802015,205545,212056,39.8,24210,47476,156188,113653,70613
31510,2018,"Berks County,Pennsylvania",420407,0.9694699759207728,206945,213462,39.8,24107,47602,157674,113201,72280
31511,2019,"Berks County,Pennsylvania",420375,0.971259355129143,207123,213252,39.9,23848,47181,157564,112180,74044
31523,2017,"Blair County,Pennsylvania",123173,0.9558720782520326,60197,62976,43.2,6482,12863,43191,34168,24984
31524,2018,"Blair County,Pennsylvania",122567,0.9562830191690741,59914,62653,43.4,6445,12700,42898,33536,25513
31525,2019,"Blair County,Pennsylvania",121942,0.9587817650271468,59688,62254,43.5,6322,12583,42724,32932,25933
31537,2017,"Bradford County,Pennsylvania",60996,0.9805825242718447,30199,30797,44.5,3621,6846,19633,17436,12727
31538,2018,"Bradford County,Pennsylvania",60858,0.9812481687664811,30141,30717,44.6,3540,6870,19515,17189,12994
31539,2019,"Bradford County,Pennsylvania",60429,0.9845320197044335,29979,30450,44.7,3410,6860,19312,16831,13237
31551,2017,"Bucks County,Pennsylvania",627302,0.9646532662687053,308008,319294,43.9,30416,65475,217670,192111,113568
31552,2018,"Bucks County,Pennsylvania",628183,0.9653197094176464,308549,319634,44.0,30503,64518,218065,189899,117001
31553,2019,"Bucks County,Pennsylvania",628497,0.9642188559659721,308524,319973,44.2,30287,64090,218064,187293,120887
31565,2017,"Butler County,Pennsylvania",187083,0.9821473978640447,92699,94384,43.4,9584,18954,66358,55861,34130
31566,2018,"Butler County,Pennsylvania",188031,0.9841191119365187,93263,94768,43.5,9575,18832,66545,55529,35327
31567,2019,"Butler County,Pennsylvania",188313,0.9849165190994181,93441,94872,43.7,9423,18747,66553,54777,36578
31579,2017,"Cambria County,Pennsylvania",133035,0.9677987160902879,65429,67606,45.3,6724,12858,44911,37885,29167
31580,2018,"Cambria County,Pennsylvania",131478,0.9673205548323383,64647,66831,45.5,6599,12616,44239,36851,29672
31581,2019,"Cambria County,Pennsylvania",130107,0.971736428939472,64121,65986,45.7,6403,12494,43711,35873,30176
31593,2017,"Cameron County,Pennsylvania",4611,1.0144167758846658,2322,2289,51.5,213,381,1304,1440,1223
31594,2018,"Cameron County,Pennsylvania",4494,1.0170556552962298,2266,2228,52.2,214,380,1238,1386,1238
31595,2019,"Cameron County,Pennsylvania",4425,1.0159453302961277,2230,2195,52.3,207,397,1206,1325,1255
31607,2017,"Carbon County,Pennsylvania",63885,0.9875244998911116,31742,32143,46.2,3034,6285,20886,19702,13206
31608,2018,"Carbon County,Pennsylvania",64169,0.9934451693072383,31979,32190,46.3,3044,6254,21026,19540,13562
31609,2019,"Carbon County,Pennsylvania",64125,0.9897294278267346,31897,32228,46.5,3007,6208,20993,19262,13903
31621,2017,"Centre County,Pennsylvania",162549,1.1101764224792616,85518,77031,32.3,6453,12270,83281,36713,22429
31622,2018,"Centre County,Pennsylvania",162895,1.108454787853685,85637,77258,32.8,6308,12304,82875,36756,23242
31623,2019,"Centre County,Pennsylvania",162095,1.1065251010409491,85146,76949,33.4,6145,12259,81674,36486,24193
31635,2017,"Chester County,Pennsylvania",519057,0.9710601164278744,255718,263339,40.3,28907,61122,191944,147501,82395
31636,2018,"Chester County,Pennsylvania",522256,0.9719307519492534,257411,264845,40.4,28916,60462,193738,146415,85352
31637,2019,"Chester County,Pennsylvania",525059,0.9707276610278911,258630,266429,40.5,28910,60195,194940,145449,88372
31649,2017,"Clarion County,Pennsylvania",39020,0.9604099678456591,19116,19904,41.2,2015,3627,14977,10563,7418
31650,2018,"Clarion County,Pennsylvania",38735,0.9640502991583004,19013,19722,41.4,2021,3591,14676,10387,7637
31651,2019,"Clarion County,Pennsylvania",38498,0.960382931052042,18860,19638,41.7,1973,3598,14506,10195,7831
31663,2017,"Clearfield County,Pennsylvania",79803,1.1029566775587647,41855,37948,44.8,3771,7362,28120,23727,15957
31664,2018,"Clearfield County,Pennsylvania",79542,1.1110432867114308,41863,37679,44.9,3662,7258,28031,23430,16251
31665,2019,"Clearfield County,Pennsylvania",79183,1.1152130359289436,41748,37435,45.1,3638,7183,27786,23132,16603
31677,2017,"Clinton County,Pennsylvania",38830,0.965080971659919,19070,19760,38.8,2108,4018,15256,9874,7113
31678,2018,"Clinton County,Pennsylvania",38647,0.9672690251972512,19002,19645,39.0,2057,3972,15183,9772,7219
31679,2019,"Clinton County,Pennsylvania",38302,0.9665246187811265,18825,19477,39.6,2031,3909,14886,9685,7341
31691,2017,"Columbia County,Pennsylvania",65638,0.932974055423035,31681,33957,41.1,2955,5957,25833,17710,12473
31692,2018,"Columbia County,Pennsylvania",65278,0.9330747134946252,31509,33769,41.1,2932,5878,25716,17298,12755
31693,2019,"Columbia County,Pennsylvania",65020,0.9327606194821795,31379,33641,41.3,2815,5822,25596,17063,13030
31705,2017,"Crawford County,Pennsylvania",85790,0.9582287149052727,41980,43810,43.4,4727,8838,29765,24334,17053
31706,2018,"Crawford County,Pennsylvania",85111,0.9611733259597216,41713,43398,43.6,4656,8712,29434,23808,17499
31707,2019,"Crawford County,Pennsylvania",84421,0.9609532879607907,41370,43051,43.9,4646,8511,28959,23361,17928
31719,2017,"Cumberland County,Pennsylvania",249328,0.9791549251053764,123351,125977,40.6,13394,25579,95707,66530,45237
31720,2018,"Cumberland County,Pennsylvania",251486,0.9819525881091986,124598,126888,40.6,13575,25807,96586,66133,46482
31721,2019,"Cumberland County,Pennsylvania",253133,0.9810839366073175,125358,127775,40.6,13612,26077,97051,65596,47878
31733,2017,"Dauphin County,Pennsylvania",275796,0.9434708158044944,133887,141909,39.4,17405,30775,103908,74886,45468
31734,2018,"Dauphin County,Pennsylvania",276951,0.9440205527049128,134488,142463,39.3,17371,31077,104293,73956,46816
31735,2019,"Dauphin County,Pennsylvania",278427,0.943603275324077,135174,143253,39.4,17192,31391,105137,72843,48347
31747,2017,"Delaware County,Pennsylvania",564015,0.9275710516602644,271411,292604,38.9,33459,62123,218280,152901,90247
31748,2018,"Delaware County,Pennsylvania",565506,0.927771547007469,272159,293347,39.0,33551,62240,219368,150622,92702
31749,2019,"Delaware County,Pennsylvania",566506,0.9284916733615654,272750,293756,39.1,33325,62466,220083,148267,95374
31761,2017,"Elk County,Pennsylvania",30274,1.0017191219254165,15150,15124,47.6,1541,2909,9289,9635,6553
31762,2018,"Elk County,Pennsylvania",30096,1.0058651026392962,15092,15004,47.8,1487,2932,9230,9486,6633
31763,2019,"Elk County,Pennsylvania",29894,1.0086004165826783,15011,14883,48.1,1427,2926,9171,9288,6749
31775,2017,"Erie County,Pennsylvania",273855,0.974925360218078,135189,138666,39.6,15584,29543,104194,73728,47460
31776,2018,"Erie County,Pennsylvania",271780,0.9762943571844095,134260,137520,39.9,15306,29036,103110,72145,48867
31777,2019,"Erie County,Pennsylvania",269529,0.9762798609787215,133147,136382,40.2,14895,28619,101881,70592,50246
31789,2017,"Fayette County,Pennsylvania",131340,0.9832090115664542,65114,66226,45.1,6736,12398,44903,38651,27118
31790,2018,"Fayette County,Pennsylvania",130452,0.9843022725198504,64710,65742,45.2,6680,12348,44440,37879,27647
31791,2019,"Fayette County,Pennsylvania",129422,0.9857614115841964,64247,65175,45.3,6555,12238,43941,36992,28229
31803,2017,"Forest County,Pennsylvania",7328,2.1833188531711554,5026,2302,46.7,83,110,3257,2231,1628
31804,2018,"Forest County,Pennsylvania",7294,2.187937062937063,5006,2288,47.3,70,94,3221,2224,1673
31805,2019,"Forest County,Pennsylvania",7030,2.130008904719501,4784,2246,48.7,57,79,2990,2170,1717
31817,2017,"Franklin County,Pennsylvania",154731,0.962396002435065,75883,78848,41.8,9286,17509,54607,41737,29648
31818,2018,"Franklin County,Pennsylvania",154943,0.9613782801878552,75946,78997,41.9,9194,17310,54535,41627,30305
31819,2019,"Franklin County,Pennsylvania",155522,0.9637607959997979,76326,79196,42.0,9024,17406,54712,41411,31060
31831,2017,"Fulton County,Pennsylvania",14469,1.0261868085702281,7328,7141,45.7,709,1445,4777,4306,3056
31832,2018,"Fulton County,Pennsylvania",14486,1.016425389755011,7302,7184,45.7,748,1460,4770,4255,3102
31833,2019,"Fulton County,Pennsylvania",14502,1.0080310163389643,7280,7222,45.8,736,1440,4752,4218,3175
31845,2017,"Greene County,Pennsylvania",36875,1.07536019810896,19107,17768,42.2,1981,3604,13707,10441,6735
31846,2018,"Greene County,Pennsylvania",36639,1.086028239580961,19075,17564,42.3,1917,3578,13606,10257,6875
31847,2019,"Greene County,Pennsylvania",36062,1.0847496820441669,18764,17298,42.7,1847,3539,13267,9947,7057
31859,2017,"Huntingdon County,Pennsylvania",45447,1.1349650021139663,24160,21287,43.3,2085,4155,16909,12640,9187
31860,2018,"Huntingdon County,Pennsylvania",45385,1.1430257814713383,24207,21178,43.6,2009,4129,16889,12526,9374
31861,2019,"Huntingdon County,Pennsylvania",44894,1.1293933500924915,23811,21083,43.9,2018,4076,16503,12306,9541
31873,2017,"Indiana County,Pennsylvania",84809,1.0044196544633783,42498,42311,39.9,4018,7757,33864,22272,15999
31874,2018,"Indiana County,Pennsylvania",84578,1.0043604995615802,42381,42197,40.0,4005,7605,33744,21888,16412
31875,2019,"Indiana County,Pennsylvania",84022,1.0,42011,42011,40.3,3939,7615,33383,21455,16789
31887,2017,"Jefferson County,Pennsylvania",43829,0.9873492336991022,21775,22054,44.0,2540,4652,14678,12489,8908
31888,2018,"Jefferson County,Pennsylvania",43573,0.9898164215910129,21675,21898,44.1,2490,4652,14538,12316,9045
31889,2019,"Jefferson County,Pennsylvania",43299,0.9879252559570267,21518,21781,44.1,2424,4667,14460,12054,9187
31901,2017,"Juniata County,Pennsylvania",24628,1.0008124136810463,12319,12309,43.0,1411,2787,8311,6890,4858
31902,2018,"Juniata County,Pennsylvania",24722,1.0006474063283968,12365,12357,42.9,1420,2758,8383,6857,4963
31903,2019,"Juniata County,Pennsylvania",24760,1.0022642730066311,12394,12366,42.9,1455,2709,8416,6761,5082
31915,2017,"Lackawanna County,Pennsylvania",210603,0.9405943331029717,102078,108525,42.3,11263,21772,76030,57722,41376
31916,2018,"Lackawanna County,Pennsylvania",210301,0.9428241489214283,102056,108245,42.3,11151,21865,75990,56837,41971
31917,2019,"Lackawanna County,Pennsylvania",209808,0.9444670991658943,101908,107900,42.2,10981,21848,75955,55849,42600
31929,2017,"Lancaster County,Pennsylvania",541352,0.9597374718086281,265115,276237,38.5,35515,64015,202427,137517,94801
31930,2018,"Lancaster County,Pennsylvania",543960,0.9600184485889712,266432,277528,38.6,35730,63916,203486,136063,97659
31931,2019,"Lancaster County,Pennsylvania",545441,0.9608471200649972,267275,278166,38.8,35445,63767,203927,134469,100658
