,fip-year,WA,BA,IA,AA,NA,TOM,NH,H
11103,41033-2020,81585,608,1500,956,245,3211,81003,7102
11104,41033-2021,81656,646,1540,972,247,3285,80985,7361
11107,41035-2019,60429,611,3399,792,152,2960,58913,9430
11108,41035-2020,61305,625,3491,810,158,3115,59657,9847
11109,41035-2021,61776,661,3518,830,170,3209,60015,10149
11112,41037-2019,7239,58,203,103,14,322,7232,707
11113,41037-2020,7427,60,215,97,13,337,7371,778
11114,41037-2021,7525,66,223,99,12,351,7435,841
11117,41039-2019,340416,4753,6143,12010,1043,17699,346349,35715
11118,41039-2020,340649,4883,6185,11990,1060,18173,346277,36663
11119,41039-2021,340368,4969,6253,11983,1071,18545,345518,37671
11122,41041-2019,44838,452,2105,698,107,1925,45357,4768
11123,41041-2020,45056,470,2079,725,104,2038,45533,4939
11124,41041-2021,45335,477,2085,764,102,2099,45781,5081
11127,41043-2019,119834,1033,2252,1611,286,4582,117207,12391
11128,41043-2020,118853,1077,2354,1645,306,4701,116148,12788
11129,41043-2021,119549,1118,2388,1659,308,4817,116605,13234
11132,41045-2019,28236,513,627,456,74,792,20112,10586
11133,41045-2020,29054,532,645,457,75,845,20521,11087
11134,41045-2021,29063,538,669,455,80,888,20511,11182
11137,41047-2019,307232,5449,9477,8843,3802,12754,252898,94659
11138,41047-2020,305360,5566,9533,8829,3859,13055,249788,96414
11139,41047-2021,305450,5723,9690,8952,3918,13386,249222,97897
11142,41049-2019,10765,133,290,89,36,294,7263,4344
11143,41049-2020,11317,135,303,100,36,300,7501,4690
11144,41049-2021,11368,147,314,112,42,320,7502,4801
11147,41051-2019,642009,48576,11760,65336,5573,39185,714926,97513
11148,41051-2020,643166,48819,11963,65972,5616,40335,715634,100237
11149,41051-2021,631199,48509,11895,65728,5579,40467,701713,101664
11152,41053-2019,77089,956,2194,1750,407,3455,73298,12553
11153,41053-2020,78579,1025,2277,1877,434,3671,74667,13196
11154,41053-2021,79538,1073,2377,1948,480,3748,75531,13633
11157,41055-2019,1677,5,52,13,1,42,1669,121
11158,41055-2020,1765,5,48,13,1,40,1760,112
11159,41055-2021,1800,6,47,13,1,40,1788,119
11162,41057-2019,25320,196,445,263,97,811,24277,2855
11163,41057-2020,25608,181,461,284,104,833,24524,2947
11164,41057-2021,25854,199,460,291,105,839,24714,3034
11167,41059-2019,70260,929,3313,920,203,2119,56370,21374
11168,41059-2020,72272,966,3446,950,178,2199,57502,22509
11169,41059-2021,72046,1000,3490,946,193,2313,57090,22898
11172,41061-2019,24750,216,331,340,389,707,25356,1377
11173,41061-2020,24174,213,329,331,387,715,24804,1345
11174,41061-2021,24194,213,346,327,381,751,24805,1407
11177,41063-2019,6860,31,72,37,10,159,6903,266
11178,41063-2020,7068,32,73,32,10,172,7090,297
11179,41063-2021,7199,35,79,38,10,184,7250,295
11182,41065-2019,24156,209,1000,282,189,696,21439,5093
11183,41065-2020,24202,219,989,274,204,723,21243,5368
11184,41065-2021,24280,220,989,277,215,745,21200,5526
11187,41067-2019,476980,15334,6907,70922,3354,27436,498538,102395
11188,41067-2020,474457,15794,7045,72004,3386,28003,496096,104593
11189,41067-2021,472077,16342,7162,73105,3431,28694,494850,105961
11192,41069-2019,1248,3,30,12,3,52,1270,78
11193,41069-2020,1347,4,33,12,2,59,1366,91
11194,41069-2021,1338,4,39,13,2,55,1361,90
11197,42001-2019,97693,2052,430,898,67,1636,95307,7469
11198,42001-2020,98610,2106,441,920,81,1637,96172,7623
11199,42001-2021,98734,2192,458,968,81,1694,96447,7680
11202,42003-2019,970077,163366,1890,51084,436,28863,1188115,27601
11203,42003-2020,993597,168254,2026,53744,455,30641,1219425,29292
11204,42003-2021,982789,167278,2026,54297,476,31224,1208170,29920
11207,42005-2019,63143,590,96,179,8,683,64171,528
11208,42005-2020,63844,613,108,190,9,681,64890,555
11209,42005-2021,63439,633,115,196,9,701,64491,602
11212,42007-2019,148321,10554,282,947,65,3787,161018,2938
11213,42007-2020,151453,10873,311,990,77,4028,164516,3216
11214,42007-2021,150097,10948,308,1022,79,4170,163219,3405
11217,42009-2019,46809,317,88,213,21,465,47314,599
11218,42009-2020,46358,338,90,228,24,485,46908,615
11219,42009-2021,46284,351,91,231,26,478,46826,635
11222,42011-2019,365250,31341,3889,6755,887,12253,325702,94673
11223,42011-2020,370993,32756,4099,6919,927,13000,328921,99773
11224,42011-2021,369946,33985,4254,6981,949,13227,326876,102466
11227,42013-2019,116555,2455,195,861,36,1840,120376,1566
11228,42013-2020,116902,2593,210,856,38,1919,120859,1659
11229,42013-2021,115926,2719,212,865,36,2009,120037,1730
11232,42015-2019,58610,517,181,386,13,722,59510,919
11233,42015-2020,57960,508,184,434,15,757,58928,930
11234,42015-2021,57908,548,186,437,15,798,58894,998
11237,42017-2019,552950,28289,1824,33226,428,11780,592758,35739
11238,42017-2020,566547,29783,1920,34922,451,12385,607513,38495
11239,42017-2021,564961,30285,1956,35808,456,12632,606520,39578
11242,42019-2019,180352,2559,306,2785,66,2245,185221,3092
11243,42019-2020,185336,2754,316,2962,69,2414,190504,3347
11244,42019-2021,185440,2860,325,3085,70,2493,190842,3431
11247,42021-2019,121991,4841,197,674,65,2339,127807,2300
11248,42021-2020,124486,5108,202,691,67,2403,130569,2388
11249,42021-2021,123301,5390,228,708,79,2461,129650,2517
11252,42023-2019,4292,32,19,18,3,61,4360,65
11253,42023-2020,4379,31,19,20,3,67,4443,76
11254,42023-2021,4309,30,19,20,3,78,4380,79
11257,42025-2019,61131,1502,239,376,60,817,60620,3505
11258,42025-2020,61653,1556,254,389,67,832,60991,3760
11259,42025-2021,61972,1743,281,415,71,930,61225,4187
11262,42027-2019,142508,6178,249,10315,124,2721,157245,4850
11263,42027-2020,138806,6118,274,9828,141,2762,153094,4835
11264,42027-2021,138379,6262,280,9669,138,2799,152607,4920
11267,42029-2019,446915,32660,1606,32656,354,10868,485511,39548
11268,42029-2020,453125,33323,1660,34909,369,11259,493903,40742
11269,42029-2021,454697,33604,1670,36567,373,11738,497100,41549
11272,42031-2019,37226,490,95,259,9,419,38084,414
11273,42031-2020,35895,468,91,272,10,442,36751,427
11274,42031-2021,35806,501,95,275,13,466,36739,417
11277,42033-2019,75318,2415,199,502,20,729,76730,2453
11278,42033-2020,76417,2481,197,524,21,754,77834,2560
11279,42033-2021,76016,2535,203,531,21,776,77460,2622
11282,42035-2019,36906,593,75,280,26,422,37655,647
11283,42035-2020,35941,594,82,273,26,434,36688,662
11284,42035-2021,35961,645,87,283,25,464,36736,729
11287,42037-2019,62046,1299,159,732,46,738,63018,2002
11288,42037-2020,61627,1332,154,753,51,750,62531,2136
11289,42037-2021,61711,1420,164,723,55,799,62540,2332
11292,42039-2019,80956,1622,213,493,27,1110,83227,1194
11293,42039-2020,80201,1669,218,499,28,1108,82477,1246
11294,42039-2021,79731,1699,223,487,28,1183,82054,1297
11297,42041-2019,222317,11950,601,12391,148,5726,242038,11095
11298,42041-2020,227035,12867,615,13247,165,6067,247998,11998
11299,42041-2021,227650,13827,628,14220,170,6424,250208,12711
11302,42043-2019,198423,53747,1273,14861,297,9826,250384,28043
11303,42043-2020,202472,55212,1375,16973,306,10206,256644,29900
11304,42043-2021,201639,55300,1446,18261,315,10439,256529,30871
11307,42045-2019,387099,129054,1326,35661,309,13057,542841,23665
11308,42045-2020,390678,133525,1333,36919,344,13589,551457,24931
11309,42045-2021,386507,134452,1326,37315,376,13873,548130,25719
11312,42047-2019,29297,148,62,118,6,263,29641,253
11313,42047-2020,30289,145,67,118,6,302,30662,265
11314,42047-2021,30125,160,69,119,6,304,30508,275
11317,42049-2019,235323,21200,767,5251,178,6810,257364,12165
11318,42049-2020,235473,21373,784,5555,183,7059,257793,12634
11319,42049-2021,233628,21440,786,5721,203,7233,256034,12977
11322,42051-2019,119779,6164,269,557,229,2424,127752,1670
11323,42051-2020,118653,6168,278,550,228,2516,126644,1749
11324,42051-2021,117170,6178,273,543,210,2557,125128,1803
11327,42053-2019,5517,1401,40,13,1,58,6564,466
11328,42053-2020,5437,1404,37,13,1,60,6489,463
11329,42053-2021,5460,1455,37,13,1,66,6549,483
11332,42055-2019,143314,6551,523,1721,94,3319,145797,9725
11333,42055-2020,143429,6688,514,1746,109,3388,145767,10107
11334,42055-2021,143550,6890,522,1736,116,3475,145759,10530
11337,42057-2019,14060,180,45,33,1,183,14316,186
11338,42057-2020,14071,206,46,33,1,192,14347,202
11339,42057-2021,14022,219,50,34,1,197,14309,214
11342,42059-2019,34082,1282,87,132,8,471,35488,574
11343,42059-2020,33801,1306,92,133,9,472,35226,587
11344,42059-2021,33318,1347,83,135,11,475,34796,573
11347,42061-2019,41355,2536,83,334,11,575,43989,905
11348,42061-2020,40490,2510,83,347,13,587,43101,929
11349,42061-2021,40277,2574,83,342,12,601,42951,938
11352,42063-2019,79669,2293,161,915,13,971,82850,1172
11353,42063-2020,78765,2283,171,869,13,1015,81897,1219
11354,42063-2021,78447,2301,172,893,13,1060,81638,1248
11357,42065-2019,42386,231,111,123,8,440,42881,418
11358,42065-2020,43488,239,117,126,9,452,43964,467
11359,42065-2021,43116,258,118,136,9,477,43671,443
11362,42067-2019,24070,214,92,106,7,271,23730,1030
11363,42067-2020,22713,237,94,110,6,291,22488,963
11364,42067-2021,22540,249,98,108,7,295,22338,959
11367,42069-2019,189629,8814,715,6591,139,3920,192015,17793
11368,42069-2020,194021,9583,718,6897,147,4150,196165,19351
11369,42069-2021,193126,10310,783,7009,164,4271,195273,20390
11372,42071-2019,488314,28980,2426,13853,590,11278,485311,60130
11373,42071-2020,493417,29807,2506,14396,615,11856,490264,62333
11374,42071-2021,492936,30391,2576,14940,629,12180,490216,63436
11377,42073-2019,79335,3686,134,393,17,1939,84125,1379
11378,42073-2020,79502,3773,157,384,18,2031,84406,1459
11379,42073-2021,79032,3839,164,396,18,2048,83927,1570
11382,42075-2019,130849,5193,552,2220,120,2384,121485,19833
11383,42075-2020,132110,5524,578,2434,128,2468,122337,20905
11384,42075-2021,131914,5633,624,2681,140,2501,122095,21398
11387,42077-2019,303014,37233,3872,14305,706,10178,272335,96973
11388,42077-2020,305647,38923,4052,14578,709,10595,272556,101948
11389,42077-2021,304816,40196,4176,14797,716,10838,270418,105121
11392,42079-2019,282987,21130,2096,4528,291,6406,273256,44182
11393,42079-2020,288060,22854,2340,4686,295,6822,276578,48479
11394,42079-2021,286665,24559,2564,4801,345,7119,273851,52202
11397,42081-2019,104357,5386,302,854,43,2639,111118,2463
11398,42081-2020,104441,5579,298,857,44,2761,111452,2528
11399,42081-2021,103807,5768,295,877,47,2811,110962,2643
11402,42083-2019,38705,1008,139,252,21,506,39707,924
11403,42083-2020,38347,1009,149,257,25,519,39356,950
11404,42083-2021,37954,1027,145,249,26,540,38979,962
11407,42085-2019,99728,6396,249,795,29,2099,107579,1717
11408,42085-2020,100551,6523,258,800,27,2174,108526,1807
11409,42085-2021,99982,6624,288,797,28,2253,108070,1902
11412,42087-2019,44807,420,75,240,19,529,45328,762
11413,42087-2020,44747,460,84,245,17,520,45261,812
11414,42087-2021,44741,476,88,268,17,546,45258,878
11417,42089-2019,130962,28356,1079,4576,242,4868,140778,29305
11418,42089-2020,128849,28548,1142,4520,243,4946,138444,29804
11419,42089-2021,129066,29098,1181,4650,262,5016,138326,30947
11422,42091-2019,657995,82849,2079,67660,565,19249,784907,45490
11423,42091-2020,676178,87018,2243,70555,595,20358,808172,48775
11424,42091-2021,675809,88729,2364,72062,594,21020,810338,50240
11427,42093-2019,16906,338,43,661,6,227,17695,486
11428,42093-2020,16786,398,44,638,5,244,17606,509
11429,42093-2021,16682,423,53,658,5,266,17555,532
11432,42095-2019,264737,22218,1341,9497,382,7340,262167,43348
11433,42095-2020,270106,23597,1410,9807,387,7548,266791,46064
11434,42095-2021,269393,24549,1514,10013,382,7777,265695,47933
11437,42097-2019,86011,2714,255,426,35,1243,87062,3622
11438,42097-2020,86578,2909,269,424,36,1255,87634,3837
11439,42097-2021,86175,3057,289,423,36,1286,87130,4136
11442,42099-2019,44805,539,147,227,24,584,45263,1063
11443,42099-2020,44257,583,148,237,22,574,44786,1035
11444,42099-2021,44321,625,155,241,26,618,44873,1113
11447,42101-2019,706202,692815,14268,123862,2834,44458,1341058,243381
11448,42101-2020,714404,696969,14801,126118,2816,45897,1350335,250670
11449,42101-2021,699767,686917,14681,125715,2760,46411,1325766,250485
11452,42103-2019,49907,3622,307,837,18,1135,49384,6442
11453,42103-2020,52189,3961,314,921,20,1186,51595,6996
11454,42103-2021,53158,4161,344,990,22,1277,52624,7328
11457,42105-2019,16152,109,67,62,1,154,16308,237
11458,42105-2020,15943,111,67,73,1,161,16097,259
11459,42105-2021,15834,109,66,76,1,173,15992,267
11462,42107-2019,132784,5084,543,856,67,1832,133734,7432
11463,42107-2020,133936,5424,533,844,69,1971,134469,8308
11464,42107-2021,133605,5958,632,870,74,2125,133622,9642
11467,42109-2019,39037,570,67,277,31,411,39501,892
11468,42109-2020,38329,573,73,277,30,435,38780,937
11469,42109-2021,38173,628,82,270,31,437,38642,979
11472,42111-2019,70138,2201,144,371,24,564,72290,1152
11473,42111-2020,70559,2249,144,371,23,571,72738,1179
11474,42111-2021,70142,2348,159,368,22,588,72410,1217
11477,42113-2019,5662,185,31,25,0,56,5851,108
11478,42113-2020,5529,190,34,28,0,57,5717,121
11479,42113-2021,5541,196,35,31,0,65,5741,127
11482,42115-2019,39259,289,91,151,25,426,39521,720
11483,42115-2020,37343,295,93,153,25,445,37647,707
11484,42115-2021,37349,297,99,160,26,458,37614,775
11487,42117-2019,39531,313,107,228,8,478,40142,523
11488,42117-2020,39824,322,107,233,7,476,40417,552
11489,42117-2021,39777,310,111,243,7,481,40353,576
11492,42119-2019,39696,3160,241,728,31,642,41853,2645
11493,42119-2020,37883,3114,251,706,30,641,40010,2615
11494,42119-2021,37749,3184,250,700,34,651,39898,2670
11497,42121-2019,49282,575,104,238,24,652,50324,551
11498,42121-2020,48604,613,117,250,23,668,49698,577
11499,42121-2021,48216,658,123,252,23,666,49355,583
11502,42123-2019,38247,216,133,187,25,363,38719,452
11503,42123-2020,37527,228,121,184,25,395,38021,459
11504,42123-2021,37166,237,121,180,24,406,37640,494
11507,42125-2019,193051,6831,394,2432,63,4095,203130,3736
11508,42125-2020,194998,7005,393,2488,55,4218,205187,3970
11509,42125-2021,194983,7066,391,2577,70,4383,205441,4029
11512,42127-2019,48216,1868,175,378,23,611,48791,2480
11513,42127-2020,47995,1845,181,397,21,662,48551,2550
11514,42127-2021,48196,1913,190,431,21,680,48746,2685
11517,42129-2019,330209,9059,492,3447,88,5646,344458,4483
11518,42129-2020,334629,9404,511,3572,82,5800,349143,4855
11519,42129-2021,333007,9782,537,3668,84,5979,348028,5029
11522,42131-2019,26023,275,69,134,4,285,26245,545
11523,42131-2020,25201,289,66,140,5,300,25453,548
11524,42131-2021,25181,315,76,142,4,316,25429,605
11527,42133-2019,398072,32027,1732,6907,354,10249,412672,36669
11528,42133-2020,402910,33388,1776,7169,371,10775,417490,38899
11529,42133-2021,403263,34570,1845,7371,385,11262,417794,40902
11532,44001-2019,45482,712,130,1188,31,984,46951,1576
11533,44001-2020,47434,784,152,1318,35,1027,49056,1694
11534,44001-2021,47422,803,153,1378,34,1028,48999,1819
11537,44003-2019,150743,4068,831,4839,167,3585,154782,9451
11538,44003-2020,155681,4565,851,5144,182,3900,159890,10433
11539,44003-2021,155471,4971,927,5244,187,3915,159361,11354
11542,44005-2019,74213,3620,513,1636,118,2372,77532,4940
11543,44005-2020,76825,3748,523,1707,116,2469,80194,5194
11544,44005-2021,76652,3684,550,1770,106,2502,79966,5298
11547,44007-2019,495627,80347,9272,28749,1790,21267,484597,152455
11548,44007-2020,511765,84458,9901,29604,1907,22380,498053,161962
11549,44007-2021,508819,85346,9972,29352,1945,22787,493701,164520
11552,44009-2019,117714,1883,1153,2540,53,2531,121503,4371
11553,44009-2020,121274,1955,1150,2719,50,2605,125140,4613
11554,44009-2021,121878,2060,1178,2749,53,2674,125807,4785
11557,45001-2019,17269,6769,90,84,6,366,24170,414
11558,45001-2020,17105,6538,97,92,6,374,23779,433
11559,45001-2021,17237,6470,105,94,6,387,23830,469
11562,45003-2019,120978,43352,980,2064,115,3811,161129,10171
11563,45003-2020,118940,42923,1022,2071,127,3949,158689,10343
11564,45003-2021,120292,43128,1053,2093,138,4072,160039,10737
11567,45005-2019,2138,6292,39,75,5,78,8308,319
11568,45005-2020,1929,5856,38,72,5,90,7716,274
11569,45005-2021,1934,5710,39,79,4,92,7594,264
11572,45007-2019,162744,32997,689,2146,97,3751,194380,8044
11573,45007-2020,163584,33413,722,2284,117,3912,195617,8415
11574,45007-2021,165805,33710,732,2413,130,4118,197906,9002
11577,45009-2019,5310,8484,62,86,9,157,13793,315
11578,45009-2020,4959,7967,63,95,10,157,12939,312
11579,45009-2021,5022,7804,73,106,10,174,12850,339
11582,45011-2019,11041,9193,141,188,4,357,20369,555
11583,45011-2020,10877,8982,149,189,5,365,19993,574
11584,45011-2021,10839,9001,144,186,5,405,19997,583
11587,45013-2019,150510,34477,792,2840,276,3743,171151,21487
11588,45013-2020,146954,33101,830,2724,262,3820,166501,21190
11589,45013-2021,150907,33024,847,2811,265,3894,170295,21453
11592,45015-2019,157856,56499,1608,6177,304,6508,212854,16098
11593,45015-2020,158921,57570,1633,6261,348,6835,214814,16754
11594,45015-2021,162155,59056,1652,6389,351,7098,218945,17756
11597,45017-2019,8316,5876,83,47,15,176,13948,565
11598,45017-2020,8054,5706,90,53,16,206,13559,566
11599,45017-2021,8117,5668,88,60,16,216,13576,589
11602,45019-2019,287227,108430,1650,7806,378,7124,390784,21831
11603,45019-2020,286828,105394,1699,7860,388,7249,387274,22144
11604,45019-2021,291413,103952,1697,8086,384,7492,390346,22678
11607,45021-2019,43754,11837,292,358,84,1006,54650,2681
11608,45021-2020,42747,11609,307,380,91,1045,53425,2754
11609,45021-2021,42678,11507,324,375,93,1075,53210,2842
11612,45023-2019,19272,11912,178,162,16,646,31470,716
11613,45023-2020,19357,11866,206,171,16,660,31527,749
11614,45023-2021,19449,11684,211,175,15,675,31420,789
11617,45025-2019,29052,14955,354,302,32,936,43554,2077
11618,45025-2020,27384,14207,370,293,36,968,41207,2051
11619,45025-2021,27383,14189,373,298,39,986,41067,2201
11622,45027-2019,16997,16029,141,278,15,343,32708,1095
11623,45027-2020,15721,14562,153,268,18,371,30060,1033
11624,45027-2021,15817,14394,161,261,18,373,29978,1046
11627,45029-2019,22492,13977,358,177,22,679,36366,1339
11628,45029-2020,23097,14174,363,177,23,709,37102,1441
11629,45029-2021,23183,13923,383,177,25,771,36937,1525
11632,45031-2019,37231,27874,263,338,36,914,65168,1488
11633,45031-2020,34996,26242,280,354,39,922,61359,1474
11634,45031-2021,34869,26196,292,371,38,989,61239,1516
11637,45033-2019,14336,14280,907,174,9,646,29487,865
11638,45033-2020,13240,13302,891,169,11,671,27440,844
11639,45033-2021,13106,13213,888,174,11,695,27205,882
11642,45035-2019,111905,41842,1159,3629,250,4732,153943,9574
11643,45035-2020,110187,41904,1120,3630,258,4876,152127,9848
11644,45035-2021,110724,42641,1178,3619,270,4895,153018,10309
11647,45037-2019,16986,9637,141,158,16,411,25654,1695
11648,45037-2020,16101,8809,145,158,16,446,24048,1627
11649,45037-2021,16490,8834,147,168,19,495,24413,1740
11652,45039-2019,8924,12757,83,163,6,389,21788,534
11653,45039-2020,8375,11832,89,170,6,386,20346,512
11654,45039-2021,8460,11591,88,166,5,380,20137,553
11657,45041-2019,73593,59608,597,2203,93,2034,134245,3883
11658,45041-2020,72353,59504,607,2184,84,2073,132769,4036
11659,45041-2021,71710,59698,612,2256,83,2145,132341,4163
11662,45043-2019,42591,19190,203,340,44,657,61034,1991
11663,45043-2020,43034,19129,213,348,50,666,61353,2087
11664,45043-2021,43716,18895,219,358,50,683,61826,2095
11667,45045-2019,400037,96734,2656,14357,433,10531,474244,50504
11668,45045-2020,401166,97195,2681,14624,390,10924,474792,52188
11669,45045-2021,406022,98253,2720,15025,386,11428,480240,53594
11672,45047-2019,45636,22894,398,876,75,1084,66515,4448
11673,45047-2020,44459,22431,401,894,85,1110,64837,4543
11674,45047-2021,44483,22259,414,883,87,1115,64572,4669
11677,45049-2019,8520,10265,103,120,14,294,18480,836
11678,45049-2020,8248,9792,81,113,9,269,17851,661
11679,45049-2021,8193,9523,80,118,9,257,17501,679
11682,45051-2019,293246,45948,2096,5187,481,7460,332534,21884
11683,45051-2020,292828,45150,2097,5264,529,7630,331487,22011
11684,45051-2021,303290,45972,2184,5539,539,8055,342391,23188
11687,45053-2019,16893,12349,254,276,31,491,26109,4185
11688,45053-2020,16547,11432,271,269,35,519,24981,4092
11689,45053-2021,17763,11464,270,298,36,493,26026,4298
11692,45055-2019,48314,16353,318,497,49,1217,63500,3248
11693,45055-2020,47242,16102,332,531,55,1274,62147,3389
11694,45055-2021,47409,16401,353,546,62,1359,62557,3573
11697,45057-2019,73812,20903,331,1582,41,1611,92499,5781
11698,45057-2020,72457,20355,360,1735,47,1698,90678,5974
11699,45057-2021,74977,20900,390,2123,53,1893,93756,6580
11702,45059-2019,48449,17072,285,419,97,1126,63865,3583
11703,45059-2020,48539,16978,302,438,100,1194,63768,3783
11704,45059-2021,48773,16931,317,441,105,1236,63909,3894
11707,45061-2019,5792,10708,76,76,4,200,16431,425
11708,45061-2020,5658,10452,80,77,4,187,16036,422
11709,45061-2021,5668,10250,86,83,10,183,15814,466
11712,45063-2019,237744,47038,1618,6678,297,6046,280709,18712
11713,45063-2020,232770,47187,1638,6872,329,6095,275865,19026
11714,45063-2021,235216,49326,1695,7148,365,6387,280228,19909
11717,45065-2019,5062,4220,15,59,7,99,9325,137
11718,45065-2020,5159,4177,16,53,6,102,9376,137
11719,45065-2021,5409,4151,20,60,6,114,9602,158
11722,45067-2019,12283,17404,226,203,6,443,29658,907
11723,45067-2020,11621,16543,227,199,6,447,28126,917
11724,45067-2021,11565,16305,242,198,7,467,27842,942
11727,45069-2019,10744,13412,1293,114,12,582,25270,887
11728,45069-2020,10917,13588,1327,99,11,595,25660,877
11729,45069-2021,10875,13447,1350,102,13,595,25488,894
11732,45071-2019,25363,11732,314,264,116,619,35372,3036
11733,45071-2020,24885,11439,333,285,113,660,34631,3084
11734,45071-2021,25291,11295,331,279,113,687,34817,3179
11737,45073-2019,70891,6033,289,696,32,1509,74927,4523
11738,45073-2020,70088,5958,290,721,32,1549,74057,4581
11739,45073-2021,70567,6010,296,712,34,1584,74500,4703
11742,45075-2019,29968,53540,593,815,35,1280,84194,2037
11743,45075-2020,29110,52152,585,815,37,1259,81907,2051
11744,45075-2021,28920,51244,590,812,43,1353,80876,2086
11747,45077-2019,112638,9013,389,2495,51,2388,121903,5071
11748,45077-2020,116639,9431,397,2519,56,2560,126079,5523
11749,45077-2021,117154,9473,412,2491,59,2640,126491,5738
11752,45079-2019,189052,203391,1589,12314,622,10059,394373,22654
11753,45079-2020,187397,204308,1585,12241,635,10361,393453,23074
11754,45079-2021,186580,206600,1614,12396,630,10487,394814,23493
11757,45081-2019,14237,5263,307,87,192,295,17202,3179
11758,45081-2020,13183,4782,296,93,186,290,15881,2949
11759,45081-2021,13204,4708,313,97,189,310,15817,3004
11762,45083-2019,236605,66995,1399,8313,241,6701,297058,23196
11763,45083-2020,242849,69050,1458,8696,266,7045,304598,24766
11764,45083-2021,247437,70209,1508,8974,275,7461,309363,26501
11767,45085-2019,51099,51021,575,1514,138,2288,102181,4454
11768,45085-2020,50387,50403,563,1521,139,2404,100849,4568
11769,45085-2021,49955,50166,551,1520,139,2427,100091,4667
11772,45087-2019,17743,8705,93,103,13,564,26744,477
11773,45087-2020,17711,8647,93,109,13,575,26646,502
11774,45087-2021,17631,8534,101,127,13,610,26487,529
11777,45089-2019,10016,19540,158,214,12,316,29578,678
11778,45089-2020,10287,19888,152,217,10,348,30186,716
11779,45089-2021,10320,19417,159,236,6,346,29746,738
11782,45091-2019,210074,54472,2355,8040,246,6312,264789,16710
11783,45091-2020,210595,55448,2386,8671,234,6565,266044,17855
11784,45091-2021,213594,56301,2373,9293,245,6789,269512,19083
11787,46003-2019,2592,20,79,21,0,37,2548,201
11788,46003-2020,2554,21,95,23,0,40,2515,218
11789,46003-2021,2563,20,90,26,0,49,2529,219
11792,46005-2019,15492,306,313,1837,70,371,16327,2062
11793,46005-2020,15943,304,368,2032,87,412,16889,2257
11794,46005-2021,15791,322,368,2079,149,412,16782,2339
11797,46007-2019,1160,19,2008,18,2,157,3165,199
11798,46007-2020,1144,23,2014,16,2,187,3183,203
11799,46007-2021,1125,24,2043,16,2,196,3203,203
11802,46009-2019,6128,96,569,19,3,96,6700,211
11803,46009-2020,6135,107,615,22,3,97,6768,211
11804,46009-2021,6162,102,620,22,2,106,6801,213
11807,46011-2019,32796,532,430,1067,28,610,34140,1323
11808,46011-2020,31669,551,437,1021,28,633,33008,1331
11809,46011-2021,31934,581,451,996,27,650,33249,1390
11812,46013-2019,34442,863,1354,1281,101,842,37474,1409
11813,46013-2020,33669,751,1475,1343,113,859,36754,1456
11814,46013-2021,33479,763,1531,1332,115,881,36549,1552
11817,46015-2019,4438,29,530,22,2,201,5059,163
11818,46015-2020,4395,43,596,25,2,202,5094,169
11819,46015-2021,4369,39,597,27,2,208,5059,183
11822,46017-2019,306,13,1607,1,2,53,1888,94
11823,46017-2020,305,12,1561,2,4,60,1849,95
11824,46017-2021,307,19,1539,3,2,53,1823,100
11827,46019-2019,9769,55,273,49,11,261,10017,401
11828,46019-2020,9537,60,295,54,16,287,9809,440
11829,46019-2021,9715,69,293,55,18,306,9979,477
11832,46021-2019,1336,3,21,7,0,13,1342,38
11833,46021-2020,1327,4,23,7,0,13,1329,45
11834,46021-2021,1327,4,25,9,0,15,1326,54
11837,46023-2019,5897,47,3017,25,1,299,8929,357
11838,46023-2020,5751,51,3208,24,1,316,8962,389
11839,46023-2021,5689,52,3076,28,1,317,8771,392
11842,46025-2019,3609,57,26,12,0,36,3600,140
11843,46025-2020,3700,63,35,11,0,41,3704,146
11844,46025-2021,3694,67,38,13,0,43,3714,141
11847,46027-2019,12577,232,530,394,11,352,13653,443
11848,46027-2020,13308,252,662,369,13,394,14506,492
11849,46027-2021,13417,252,682,394,7,398,14640,510
11852,46029-2019,26410,225,798,203,3,453,27193,899
11853,46029-2020,26472,222,880,226,3,506,27319,990
11854,46029-2021,26487,232,948,239,3,518,27435,992
11857,46031-2019,1218,19,2690,18,2,129,3868,208
11858,46031-2020,1100,19,2618,17,2,137,3694,199
11859,46031-2021,1104,22,2584,19,2,141,3660,212
11862,46033-2019,8272,52,347,64,2,192,8573,356
11863,46033-2020,7623,70,361,73,2,199,7988,340
11864,46033-2021,7891,70,365,81,3,199,8225,384
11867,46035-2019,18454,186,663,157,17,388,19156,709
11868,46035-2020,18407,231,685,173,16,424,19128,808
11869,46035-2021,18276,238,751,170,13,430,19055,823
11872,46037-2019,4726,24,518,32,0,114,5294,120
11873,46037-2020,4711,24,536,38,0,116,5282,143
11874,46037-2021,4692,29,534,38,0,121,5268,146
11877,46039-2019,4194,33,38,9,0,60,4170,164
11878,46039-2020,4152,38,46,7,0,56,4132,167
11879,46039-2021,4119,44,37,9,0,63,4115,157
11882,46041-2019,1190,26,4378,13,1,264,5613,259
11883,46041-2020,972,27,3955,15,2,255,4995,231
11884,46041-2021,1010,30,3915,18,2,271,5015,231
11887,46043-2019,2769,15,75,4,0,48,2856,55
11888,46043-2020,2675,15,78,4,0,52,2766,58
11889,46043-2021,2682,15,69,5,0,50,2760,61
11892,46045-2019,3735,13,49,24,0,36,3777,80
11893,46045-2020,3854,14,47,23,0,39,3892,85
