,PCIncome,fip-year
9666,22626.0,1007-2020
9667,25457.0,1009-2020
9668,20783.0,1011-2020
9669,23415.0,1013-2020
9670,26238.0,1015-2020
9671,24088.0,1017-2020
9672,26231.0,1019-2020
9673,25894.0,1021-2020
9674,23292.0,1023-2020
9675,24574.0,1025-2020
9676,25337.0,1027-2020
9677,24723.0,1029-2020
9678,27912.0,1031-2020
9679,25807.0,1033-2020
9680,20756.0,1035-2020
9681,25083.0,1037-2020
9682,25303.0,1039-2020
9683,26351.0,1041-2020
9684,24770.0,1043-2020
9685,24473.0,1045-2020
9686,19653.0,1047-2020
9687,22511.0,1049-2020
9688,29585.0,1051-2020
9689,18587.0,1053-2020
9690,25094.0,1055-2020
9691,23389.0,1057-2020
9692,21503.0,1059-2020
9693,22415.0,1061-2020
9694,16425.0,1063-2020
9695,20652.0,1065-2020
9696,26011.0,1067-2020
9697,27794.0,1069-2020
9698,23844.0,1071-2020
9699,33343.0,1073-2020
9700,22299.0,1075-2020
9701,28540.0,1077-2020
9702,24779.0,1079-2020
9703,28804.0,1081-2020
9704,28695.0,1083-2020
9705,21298.0,1085-2020
9706,22170.0,1087-2020
9707,38192.0,1089-2020
9708,27975.0,1091-2020
9709,22486.0,1093-2020
9710,25861.0,1095-2020
9711,26778.0,1097-2020
9712,21885.0,1099-2020
9713,29543.0,1101-2020
9714,28474.0,1103-2020
9715,13833.0,1105-2020
9716,23476.0,1107-2020
9717,23784.0,1109-2020
9718,24744.0,1111-2020
9719,24300.0,1113-2020
9720,27941.0,1115-2020
9721,39711.0,1117-2020
9722,16977.0,1119-2020
9723,24244.0,1121-2020
9724,25640.0,1123-2020
9725,27609.0,1125-2020
9726,25330.0,1127-2020
9727,30391.0,1129-2020
9728,19031.0,1131-2020
9729,23269.0,1133-2020
9730,36973.0,2013-2020
9731,44164.0,2016-2020
9732,41127.0,2020-2020
9733,21392.0,2050-2020
9734,46950.0,2060-2020
9735,42592.0,2063-2020
9736,33776.0,2066-2020
9737,35873.0,2068-2020
9738,26381.0,2070-2020
9739,38031.0,2090-2020
9740,30069.0,2100-2020
9741,37200.0,2105-2020
9742,43074.0,2110-2020
9743,35312.0,2122-2020
9744,38343.0,2130-2020
9745,32495.0,2150-2020
9746,14109.0,2158-2020
9747,24983.0,2164-2020
9748,31963.0,2170-2020
9749,24613.0,2180-2020
9750,45889.0,2185-2020
9751,25601.0,2188-2020
9752,34296.0,2195-2020
9753,28652.0,2198-2020
9754,41082.0,2220-2020
9755,41842.0,2230-2020
9756,31885.0,2240-2020
9757,32159.0,2275-2020
9758,32861.0,2282-2020
9759,24587.0,2290-2020
9760,15781.0,4001-2020
9761,28021.0,4003-2020
9762,27631.0,4005-2020
9763,26265.0,4007-2020
9764,19878.0,4009-2020
9765,27618.0,4011-2020
9766,24039.0,4012-2020
9767,35090.0,4013-2020
9768,27968.0,4015-2020
9769,19623.0,4017-2020
9770,30747.0,4019-2020
9771,27354.0,4021-2020
9772,21686.0,4023-2020
9773,31779.0,4025-2020
9774,23507.0,4027-2020
9775,26969.0,5001-2020
9776,23138.0,5003-2020
9777,27695.0,5005-2020
9778,36597.0,5007-2020
9779,24749.0,5009-2020
9780,22912.0,5011-2020
9781,24823.0,5013-2020
9782,26445.0,5015-2020
9783,21418.0,5017-2020
9784,21708.0,5019-2020
9785,22935.0,5021-2020
9786,27490.0,5023-2020
9787,23998.0,5025-2020
9788,23217.0,5027-2020
9789,26539.0,5029-2020
9790,28407.0,5031-2020
9791,25460.0,5033-2020
9792,24161.0,5035-2020
9793,25205.0,5037-2020
9794,21229.0,5039-2020
9795,19090.0,5041-2020
9796,26440.0,5043-2020
9797,27414.0,5045-2020
9798,20639.0,5047-2020
9799,20564.0,5049-2020
9800,27274.0,5051-2020
9801,30639.0,5053-2020
9802,23978.0,5055-2020
9803,22178.0,5057-2020
9804,23498.0,5059-2020
9805,23297.0,5061-2020
9806,25046.0,5063-2020
9807,21189.0,5065-2020
9808,19901.0,5067-2020
9809,21941.0,5069-2020
9810,22077.0,5071-2020
9811,22204.0,5073-2020
9812,22113.0,5075-2020
9813,20103.0,5077-2020
9814,14182.0,5079-2020
9815,27057.0,5081-2020
9816,22632.0,5083-2020
9817,28446.0,5085-2020
9818,22733.0,5087-2020
9819,22113.0,5089-2020
9820,23828.0,5091-2020
9821,24825.0,5093-2020
9822,24610.0,5095-2020
9823,22892.0,5097-2020
9824,19443.0,5099-2020
9825,20768.0,5101-2020
9826,21338.0,5103-2020
9827,23030.0,5105-2020
9828,20379.0,5107-2020
9829,24642.0,5109-2020
9830,21154.0,5111-2020
9831,24691.0,5113-2020
9832,25546.0,5115-2020
9833,26955.0,5117-2020
9834,33773.0,5119-2020
9835,23534.0,5121-2020
9836,19743.0,5123-2020
9837,31973.0,5125-2020
9838,21026.0,5127-2020
9839,19761.0,5129-2020
9840,28623.0,5131-2020
9841,23423.0,5133-2020
9842,21644.0,5135-2020
9843,20462.0,5137-2020
9844,27129.0,5139-2020
9845,23244.0,5141-2020
9846,29419.0,5143-2020
9847,23801.0,5145-2020
9848,25677.0,5147-2020
9849,23008.0,5149-2020
9850,49883.0,6001-2020
9851,37690.0,6003-2020
9852,33897.0,6005-2020
9853,30700.0,6007-2020
9854,33027.0,6009-2020
9855,27614.0,6011-2020
9856,50118.0,6013-2020
9857,24361.0,6015-2020
9858,44651.0,6017-2020
9859,25757.0,6019-2020
9860,23715.0,6021-2020
9861,29584.0,6023-2020
9862,18064.0,6025-2020
9863,33404.0,6027-2020
9864,23855.0,6029-2020
9865,22919.0,6031-2020
9866,29714.0,6033-2020
9867,20928.0,6035-2020
9868,35685.0,6037-2020
9869,23212.0,6039-2020
9870,74446.0,6041-2020
9871,29882.0,6043-2020
9872,30351.0,6045-2020
9873,23677.0,6047-2020
9874,25578.0,6049-2020
9875,37103.0,6051-2020
9876,32122.0,6053-2020
9877,46912.0,6055-2020
9878,41079.0,6057-2020
9879,43049.0,6059-2020
9880,46023.0,6061-2020
9881,34334.0,6063-2020
9882,29913.0,6065-2020
9883,34078.0,6067-2020
9884,33841.0,6069-2020
9885,26402.0,6071-2020
9886,39737.0,6073-2020
9887,72041.0,6075-2020
9888,28928.0,6077-2020
9889,38686.0,6079-2020
9890,64450.0,6081-2020
9891,38141.0,6083-2020
9892,59297.0,6085-2020
9893,44278.0,6087-2020
9894,31049.0,6089-2020
9895,32533.0,6091-2020
9896,29381.0,6093-2020
9897,36685.0,6095-2020
9898,44071.0,6097-2020
9899,27225.0,6099-2020
9900,29495.0,6101-2020
9901,29012.0,6103-2020
9902,26228.0,6105-2020
9903,22092.0,6107-2020
9904,35694.0,6109-2020
9905,39403.0,6111-2020
9906,36036.0,6113-2020
9907,25774.0,6115-2020
9908,31310.0,8001-2020
9909,23020.0,8003-2020
9910,42184.0,8005-2020
9911,32995.0,8007-2020
9912,24583.0,8009-2020
9913,15738.0,8011-2020
9914,48776.0,8013-2020
9915,51461.0,8014-2020
9916,31960.0,8015-2020
9917,31409.0,8017-2020
9918,44162.0,8019-2020
9919,20139.0,8021-2020
9920,21893.0,8023-2020
9921,16593.0,8025-2020
9922,31608.0,8027-2020
9923,26642.0,8029-2020
9924,45636.0,8031-2020
9925,31290.0,8033-2020
9926,53836.0,8035-2020
9927,47406.0,8037-2020
9928,43911.0,8039-2020
9929,35177.0,8041-2020
9930,24703.0,8043-2020
9931,33826.0,8045-2020
9932,59076.0,8047-2020
9933,39547.0,8049-2020
9934,33727.0,8051-2020
9935,34595.0,8053-2020
9936,25839.0,8055-2020
9937,30813.0,8057-2020
9938,45581.0,8059-2020
9939,23275.0,8061-2020
9940,29276.0,8063-2020
9941,35264.0,8065-2020
9942,38841.0,8067-2020
9943,38142.0,8069-2020
9944,26918.0,8071-2020
9945,16755.0,8073-2020
9946,26281.0,8075-2020
9947,29783.0,8077-2020
9948,30908.0,8079-2020
9949,29059.0,8081-2020
9950,26564.0,8083-2020
9951,30017.0,8085-2020
9952,24800.0,8087-2020
9953,23275.0,8089-2020
9954,41481.0,8091-2020
9955,38042.0,8093-2020
9956,29857.0,8095-2020
9957,61261.0,8097-2020
9958,23496.0,8099-2020
9959,26504.0,8101-2020
9960,28287.0,8103-2020
9961,27300.0,8105-2020
9962,44727.0,8107-2020
9963,22921.0,8109-2020
9964,36454.0,8111-2020
9965,47248.0,8113-2020
9966,27961.0,8115-2020
9967,44973.0,8117-2020
9968,34541.0,8119-2020
9969,28224.0,8121-2020
9970,32399.0,8123-2020
9971,28791.0,8125-2020
9972,58851.0,9001-2020
9973,41470.0,9003-2020
9974,45702.0,9005-2020
9975,46846.0,9007-2020
9976,39134.0,9009-2020
9977,40995.0,9011-2020
9978,41537.0,9013-2020
9979,33337.0,9015-2020
9980,28911.0,10001-2020
9981,38965.0,10003-2020
9982,36739.0,10005-2020
9983,58659.0,11001-2020
9984,29821.0,12001-2020
9985,24051.0,12003-2020
9986,30774.0,12005-2020
9987,21003.0,12007-2020
9988,33662.0,12009-2020
9989,34063.0,12011-2020
9990,19512.0,12013-2020
9991,33275.0,12015-2020
9992,28174.0,12017-2020
9993,32037.0,12019-2020
9994,46785.0,12021-2020
9995,24569.0,12023-2020
9996,18193.0,12027-2020
9997,19911.0,12029-2020
9998,32233.0,12031-2020
9999,29166.0,12033-2020
10000,32722.0,12035-2020
10001,26211.0,12037-2020
10002,21087.0,12039-2020
10003,22775.0,12041-2020
10004,22128.0,12043-2020
10005,27626.0,12045-2020
10006,15532.0,12047-2020
10007,20181.0,12049-2020
10008,20122.0,12051-2020
10009,26520.0,12053-2020
10010,27979.0,12055-2020
10011,33616.0,12057-2020
10012,19028.0,12059-2020
10013,38274.0,12061-2020
10014,21058.0,12063-2020
10015,25795.0,12065-2020
10016,17022.0,12067-2020
10017,29426.0,12069-2020
10018,34818.0,12071-2020
10019,31778.0,12073-2020
10020,22772.0,12075-2020
10021,19585.0,12077-2020
10022,18909.0,12079-2020
10023,35146.0,12081-2020
10024,26990.0,12083-2020
10025,43758.0,12085-2020
10026,29598.0,12086-2020
10027,47382.0,12087-2020
10028,37787.0,12089-2020
10029,34357.0,12091-2020
10030,23133.0,12093-2020
10031,31409.0,12095-2020
10032,24146.0,12097-2020
10033,40957.0,12099-2020
10034,29498.0,12101-2020
10035,36754.0,12103-2020
10036,25820.0,12105-2020
10037,22257.0,12107-2020
10038,43433.0,12109-2020
10039,28426.0,12111-2020
10040,32322.0,12113-2020
10041,44402.0,12115-2020
10042,36016.0,12117-2020
10043,35879.0,12119-2020
10044,23389.0,12121-2020
10045,19492.0,12123-2020
10046,20663.0,12125-2020
10047,29859.0,12127-2020
10048,28320.0,12129-2020
10049,35996.0,12131-2020
10050,19375.0,12133-2020
10051,21675.0,13001-2020
10052,20887.0,13003-2020
10053,19882.0,13005-2020
10054,25691.0,13007-2020
10055,26934.0,13009-2020
10056,24303.0,13011-2020
10057,25849.0,13013-2020
10058,27047.0,13015-2020
10059,18241.0,13017-2020
10060,20545.0,13019-2020
10061,25519.0,13021-2020
10062,20502.0,13023-2020
10063,18883.0,13025-2020
10064,26115.0,13027-2020
10065,32825.0,13029-2020
10066,25121.0,13031-2020
10067,24050.0,13033-2020
10068,25343.0,13035-2020
10069,15461.0,13037-2020
10070,29449.0,13039-2020
10071,20897.0,13043-2020
10072,26495.0,13045-2020
10073,28537.0,13047-2020
10074,19228.0,13049-2020
10075,33106.0,13051-2020
10076,23894.0,13053-2020
10077,18523.0,13055-2020
10078,38153.0,13057-2020
10079,25343.0,13059-2020
10080,22389.0,13061-2020
10081,21804.0,13063-2020
10082,17539.0,13065-2020
10083,41480.0,13067-2020
10084,20659.0,13069-2020
10085,20530.0,13071-2020
10086,35349.0,13073-2020
10087,20769.0,13075-2020
10088,36884.0,13077-2020
10089,24404.0,13079-2020
10090,25402.0,13081-2020
10091,24964.0,13083-2020
10092,36110.0,13085-2020
10093,21810.0,13087-2020
10094,37523.0,13089-2020
10095,21144.0,13091-2020
10096,25198.0,13093-2020
10097,22647.0,13095-2020
10098,29083.0,13097-2020
10099,21992.0,13099-2020
10100,23768.0,13101-2020
10101,32608.0,13103-2020
10102,23368.0,13105-2020
10103,19310.0,13107-2020
10104,20990.0,13109-2020
10105,29845.0,13111-2020
10106,44668.0,13113-2020
10107,27418.0,13115-2020
10108,46470.0,13117-2020
10109,24338.0,13119-2020
10110,49369.0,13121-2020
10111,27789.0,13123-2020
10112,24258.0,13125-2020
10113,33975.0,13127-2020
10114,25114.0,13129-2020
10115,24272.0,13131-2020
10116,42339.0,13133-2020
10117,31935.0,13135-2020
10118,24060.0,13137-2020
10119,30459.0,13139-2020
10120,17802.0,13141-2020
10121,27507.0,13143-2020
10122,37882.0,13145-2020
10123,24443.0,13147-2020
10124,23498.0,13149-2020
10125,31173.0,13151-2020
10126,30616.0,13153-2020
10127,21123.0,13155-2020
10128,29724.0,13157-2020
10129,24270.0,13159-2020
10130,18452.0,13161-2020
10131,21178.0,13163-2020
10132,14212.0,13165-2020
10133,21093.0,13167-2020
10134,27555.0,13169-2020
10135,24576.0,13171-2020
10136,18788.0,13173-2020
10137,23694.0,13175-2020
10138,29379.0,13177-2020
10139,24121.0,13179-2020
10140,24074.0,13181-2020
10141,22553.0,13183-2020
10142,24580.0,13185-2020
10143,29361.0,13187-2020
10144,23355.0,13189-2020
10145,28352.0,13191-2020
10146,20198.0,13193-2020
10147,24772.0,13195-2020
10148,23617.0,13197-2020
10149,22905.0,13199-2020
10150,24492.0,13201-2020
10151,19377.0,13205-2020
10152,34630.0,13207-2020
10153,23744.0,13209-2020
10154,34205.0,13211-2020
10155,23208.0,13213-2020
10156,26709.0,13215-2020
10157,25394.0,13217-2020
10158,49099.0,13219-2020
10159,25884.0,13221-2020
10160,29766.0,13223-2020
10161,25929.0,13225-2020
10162,32501.0,13227-2020
10163,23832.0,13229-2020
10164,29024.0,13231-2020
10165,24258.0,13233-2020
10166,20693.0,13235-2020
10167,34294.0,13237-2020
10168,22827.0,13239-2020
10169,30875.0,13241-2020
10170,15931.0,13243-2020
10171,23842.0,13245-2020
10172,29098.0,13247-2020
10173,21857.0,13249-2020
10174,23912.0,13251-2020
10175,28132.0,13253-2020
10176,30491.0,13255-2020
10177,22975.0,13257-2020
10178,17244.0,13259-2020
10179,21927.0,13261-2020
10180,23687.0,13263-2020
10181,20979.0,13265-2020
10182,19245.0,13267-2020
10183,21770.0,13269-2020
10184,17518.0,13271-2020
10185,19987.0,13273-2020
10186,27937.0,13275-2020
10187,24191.0,13277-2020
10188,24797.0,13279-2020
10189,27763.0,13281-2020
10190,24390.0,13283-2020
10191,24660.0,13285-2020
10192,19653.0,13287-2020
10193,22534.0,13289-2020
10194,30885.0,13291-2020
10195,22423.0,13293-2020
10196,25157.0,13295-2020
10197,28436.0,13297-2020
10198,20221.0,13299-2020
10199,24547.0,13301-2020
10200,20535.0,13303-2020
10201,21763.0,13305-2020
10202,22034.0,13307-2020
10203,15186.0,13309-2020
10204,28340.0,13311-2020
10205,24361.0,13313-2020
10206,16471.0,13315-2020
10207,23265.0,13317-2020
10208,22987.0,13319-2020
10209,26533.0,13321-2020
10210,31863.0,15001-2020
10211,38288.0,15003-2020
10212,48687.0,15005-2020
10213,34324.0,15007-2020
10214,36872.0,15009-2020
10215,37333.0,16001-2020
10216,30136.0,16003-2020
10217,25044.0,16005-2020
10218,27596.0,16007-2020
10219,24737.0,16009-2020
10220,24947.0,16011-2020
10221,36232.0,16013-2020
10222,33384.0,16015-2020
10223,28527.0,16017-2020
10224,28171.0,16019-2020
10225,26796.0,16021-2020
10226,31659.0,16023-2020
10227,31291.0,16025-2020
10228,23919.0,16027-2020
10229,26640.0,16029-2020
10230,23406.0,16031-2020
10231,20733.0,16033-2020
10232,25357.0,16035-2020
10233,24082.0,16037-2020
10234,23772.0,16039-2020
10235,25825.0,16041-2020
10236,23970.0,16043-2020
10237,26671.0,16045-2020
10238,24388.0,16047-2020
10239,24811.0,16049-2020
10240,25639.0,16051-2020
10241,23417.0,16053-2020
10242,30912.0,16055-2020
10243,27644.0,16057-2020
10244,25417.0,16059-2020
10245,24994.0,16061-2020
10246,22250.0,16063-2020
10247,21943.0,16065-2020
10248,24423.0,16067-2020
10249,30103.0,16069-2020
10250,24294.0,16071-2020
10251,23798.0,16073-2020
10252,26028.0,16075-2020
10253,24775.0,16077-2020
10254,24564.0,16079-2020
10255,34905.0,16081-2020
10256,27018.0,16083-2020
10257,31192.0,16085-2020
10258,24216.0,16087-2020
10259,31035.0,17001-2020
10260,20450.0,17003-2020
10261,27274.0,17005-2020
10262,32659.0,17007-2020
10263,22835.0,17009-2020
10264,29700.0,17011-2020
10265,30282.0,17013-2020
10266,30090.0,17015-2020
10267,26747.0,17017-2020
10268,31254.0,17019-2020
10269,28959.0,17021-2020
10270,30649.0,17023-2020
10271,29950.0,17025-2020
10272,33231.0,17027-2020
10273,28495.0,17029-2020
10274,39239.0,17031-2020
10275,27211.0,17033-2020
10276,29426.0,17035-2020
10277,29780.0,17037-2020
10278,30910.0,17039-2020
10279,28603.0,17041-2020
10280,47501.0,17043-2020
10281,27775.0,17045-2020
10282,27847.0,17047-2020
10283,32901.0,17049-2020
10284,23920.0,17051-2020
10285,29288.0,17053-2020
10286,24642.0,17055-2020
10287,29850.0,17057-2020
10288,31693.0,17059-2020
10289,27105.0,17061-2020
10290,35483.0,17063-2020
10291,28046.0,17065-2020
10292,30405.0,17067-2020
10293,27720.0,17069-2020
10294,31645.0,17071-2020
10295,31763.0,17073-2020
10296,28790.0,17075-2020
10297,26656.0,17077-2020
10298,27877.0,17079-2020
10299,26742.0,17081-2020
10300,32544.0,17083-2020
10301,34974.0,17085-2020
10302,23548.0,17087-2020
10303,37548.0,17089-2020
10304,28445.0,17091-2020
10305,36504.0,17093-2020
10306,24804.0,17095-2020
10307,47223.0,17097-2020
10308,31020.0,17099-2020
10309,26233.0,17101-2020
10310,29343.0,17103-2020
10311,29646.0,17105-2020
10312,29377.0,17107-2020
10313,25219.0,17109-2020
10314,40545.0,17111-2020
10315,34496.0,17113-2020
10316,30681.0,17115-2020
10317,28726.0,17117-2020
10318,33599.0,17119-2020
10319,26853.0,17121-2020
10320,29533.0,17123-2020
10321,30144.0,17125-2020
10322,24624.0,17127-2020
10323,39221.0,17129-2020
10324,30493.0,17131-2020
10325,43435.0,17133-2020
10326,27510.0,17135-2020
10327,29047.0,17137-2020
10328,30734.0,17139-2020
10329,31974.0,17141-2020
10330,32371.0,17143-2020
10331,24442.0,17145-2020
10332,34674.0,17147-2020
10333,26185.0,17149-2020
10334,22690.0,17151-2020
10335,20898.0,17153-2020
10336,32902.0,17155-2020
10337,27206.0,17157-2020
10338,28457.0,17159-2020
10339,30380.0,17161-2020
10340,31511.0,17163-2020
10341,27421.0,17165-2020
10342,35549.0,17167-2020
10343,26479.0,17169-2020
10344,29120.0,17171-2020
10345,28234.0,17173-2020
10346,29007.0,17175-2020
10347,28893.0,17177-2020
10348,33854.0,17179-2020
10349,27778.0,17181-2020
10350,25484.0,17183-2020
10351,29252.0,17185-2020
10352,27899.0,17187-2020
10353,32687.0,17189-2020
10354,26502.0,17191-2020
10355,27449.0,17193-2020
10356,31185.0,17195-2020
10357,37967.0,17197-2020
10358,29092.0,17199-2020
10359,29894.0,17201-2020
10360,37751.0,17203-2020
10361,22617.0,18001-2020
10362,29951.0,18003-2020
10363,32371.0,18005-2020
10364,27353.0,18007-2020
10365,25287.0,18009-2020
10366,48835.0,18011-2020
10367,35000.0,18013-2020
10368,29527.0,18015-2020
10369,25184.0,18017-2020
10370,29279.0,18019-2020
10371,27298.0,18021-2020
10372,24678.0,18023-2020
10373,23001.0,18025-2020
10374,23600.0,18027-2020
10375,31992.0,18029-2020
10376,28190.0,18031-2020
10377,28782.0,18033-2020
10378,25718.0,18035-2020
10379,31605.0,18037-2020
10380,26806.0,18039-2020
10381,23839.0,18041-2020
10382,34609.0,18043-2020
10383,26636.0,18045-2020
10384,32095.0,18047-2020
10385,26865.0,18049-2020
10386,28105.0,18051-2020
10387,24255.0,18053-2020
10388,26236.0,18055-2020
10389,49196.0,18057-2020
10390,36450.0,18059-2020
10391,28056.0,18061-2020
10392,37815.0,18063-2020
10393,25417.0,18065-2020
10394,29647.0,18067-2020
10395,27441.0,18069-2020
10396,26997.0,18071-2020
10397,28434.0,18073-2020
10398,24165.0,18075-2020
10399,27845.0,18077-2020
10400,26879.0,18079-2020
10401,35048.0,18081-2020
10402,27521.0,18083-2020
10403,30951.0,18085-2020
10404,25588.0,18087-2020
10405,29951.0,18089-2020
10406,27706.0,18091-2020
10407,28561.0,18093-2020
10408,26379.0,18095-2020
10409,30013.0,18097-2020
10410,26590.0,18099-2020
10411,26576.0,18101-2020
10412,24439.0,18103-2020
10413,29675.0,18105-2020
10414,29257.0,18107-2020
10415,31856.0,18109-2020
10416,27742.0,18111-2020
10417,27532.0,18113-2020
10418,31873.0,18115-2020
10419,26600.0,18117-2020
10420,25602.0,18119-2020
10421,25056.0,18121-2020
10422,25436.0,18123-2020
10423,27889.0,18125-2020
10424,35672.0,18127-2020
10425,32136.0,18129-2020
10426,26171.0,18131-2020
10427,25686.0,18133-2020
10428,26960.0,18135-2020
10429,30800.0,18137-2020
10430,27133.0,18139-2020
10431,29635.0,18141-2020
10432,23820.0,18143-2020
10433,29452.0,18145-2020
10434,32105.0,18147-2020
10435,24105.0,18149-2020
10436,31000.0,18151-2020
10437,25021.0,18153-2020
10438,26288.0,18155-2020
10439,27622.0,18157-2020
10440,32880.0,18159-2020
10441,28820.0,18161-2020
10442,29731.0,18163-2020
10443,26955.0,18165-2020
10444,26380.0,18167-2020
10445,27170.0,18169-2020
10446,34291.0,18171-2020
10447,40276.0,18173-2020
10448,25047.0,18175-2020
10449,26605.0,18177-2020
10450,28828.0,18179-2020
10451,27948.0,18181-2020
10452,32020.0,18183-2020
10453,30662.0,19001-2020
10454,29079.0,19003-2020
10455,28546.0,19005-2020
10456,25455.0,19007-2020
10457,29132.0,19009-2020
10458,32221.0,19011-2020
10459,31347.0,19013-2020
10460,34016.0,19015-2020
10461,33510.0,19017-2020
10462,33287.0,19019-2020
