,cost-house,fip-year-month,fip-year
732,1256528,36061-2020-1,36061-2020
733,1255053,36061-2020-2,36061-2020
734,1247531,36061-2020-3,36061-2020
735,1244912,36061-2020-4,36061-2020
736,1238067,36061-2020-5,36061-2020
737,1233048,36061-2020-6,36061-2020
738,1220323,36061-2020-7,36061-2020
739,1216161,36061-2020-8,36061-2020
740,1212840,36061-2020-9,36061-2020
741,1218634,36061-2020-10,36061-2020
742,1217052,36061-2020-11,36061-2020
743,1215273,36061-2020-12,36061-2020
744,1207563,36061-2021-1,36061-2021
745,1200960,36061-2021-2,36061-2021
746,1196271,36061-2021-3,36061-2021
747,1199314,36061-2021-4,36061-2021
748,1207860,36061-2021-5,36061-2021
749,1220219,36061-2021-6,36061-2021
750,1233193,36061-2021-7,36061-2021
751,1247134,36061-2021-8,36061-2021
752,1258280,36061-2021-9,36061-2021
753,1265118,36061-2021-10,36061-2021
754,1270266,36061-2021-11,36061-2021
755,1273518,36061-2021-12,36061-2021
756,552104,25017-2019-1,25017-2019
757,552997,25017-2019-2,25017-2019
758,552246,25017-2019-3,25017-2019
759,552022,25017-2019-4,25017-2019
760,551139,25017-2019-5,25017-2019
761,551999,25017-2019-6,25017-2019
762,551338,25017-2019-7,25017-2019
763,551171,25017-2019-8,25017-2019
764,552215,25017-2019-9,25017-2019
765,552859,25017-2019-10,25017-2019
766,553984,25017-2019-11,25017-2019
767,554202,25017-2019-12,25017-2019
768,556823,25017-2020-1,25017-2020
769,559235,25017-2020-2,25017-2020
770,562569,25017-2020-3,25017-2020
771,564264,25017-2020-4,25017-2020
772,562860,25017-2020-5,25017-2020
773,561523,25017-2020-6,25017-2020
774,562095,25017-2020-7,25017-2020
775,569027,25017-2020-8,25017-2020
776,576176,25017-2020-9,25017-2020
777,584767,25017-2020-10,25017-2020
778,591905,25017-2020-11,25017-2020
779,599134,25017-2020-12,25017-2020
780,603931,25017-2021-1,25017-2021
781,609602,25017-2021-2,25017-2021
782,614943,25017-2021-3,25017-2021
783,620624,25017-2021-4,25017-2021
784,629389,25017-2021-5,25017-2021
785,641238,25017-2021-6,25017-2021
786,653063,25017-2021-7,25017-2021
787,660347,25017-2021-8,25017-2021
788,663559,25017-2021-9,25017-2021
789,666889,25017-2021-10,25017-2021
790,670310,25017-2021-11,25017-2021
791,674536,25017-2021-12,25017-2021
792,180009,42101-2019-1,42101-2019
793,181379,42101-2019-2,42101-2019
794,182028,42101-2019-3,42101-2019
795,182227,42101-2019-4,42101-2019
796,182937,42101-2019-5,42101-2019
797,183645,42101-2019-6,42101-2019
798,184484,42101-2019-7,42101-2019
799,185123,42101-2019-8,42101-2019
800,185931,42101-2019-9,42101-2019
801,186678,42101-2019-10,42101-2019
802,187300,42101-2019-11,42101-2019
803,188210,42101-2019-12,42101-2019
804,189247,42101-2020-1,42101-2020
805,190481,42101-2020-2,42101-2020
806,191815,42101-2020-3,42101-2020
807,193099,42101-2020-4,42101-2020
808,193672,42101-2020-5,42101-2020
809,194162,42101-2020-6,42101-2020
810,195755,42101-2020-7,42101-2020
811,198819,42101-2020-8,42101-2020
812,201596,42101-2020-9,42101-2020
813,204344,42101-2020-10,42101-2020
814,206525,42101-2020-11,42101-2020
815,209032,42101-2020-12,42101-2020
816,211454,42101-2021-1,42101-2021
817,213885,42101-2021-2,42101-2021
818,216052,42101-2021-3,42101-2021
819,217839,42101-2021-4,42101-2021
820,220162,42101-2021-5,42101-2021
821,222522,42101-2021-6,42101-2021
822,224715,42101-2021-7,42101-2021
823,226031,42101-2021-8,42101-2021
824,227125,42101-2021-9,42101-2021
825,228175,42101-2021-10,42101-2021
826,229208,42101-2021-11,42101-2021
827,230125,42101-2021-12,42101-2021
828,367349,6067-2019-1,6067-2019
829,367464,6067-2019-2,6067-2019
830,367419,6067-2019-3,6067-2019
831,369278,6067-2019-4,6067-2019
832,371530,6067-2019-5,6067-2019
833,373340,6067-2019-6,6067-2019
834,373568,6067-2019-7,6067-2019
835,373152,6067-2019-8,6067-2019
836,374036,6067-2019-9,6067-2019
837,375432,6067-2019-10,6067-2019
838,378983,6067-2019-11,6067-2019
839,382186,6067-2019-12,6067-2019
840,385409,6067-2020-1,6067-2020
841,387926,6067-2020-2,6067-2020
842,391231,6067-2020-3,6067-2020
843,394006,6067-2020-4,6067-2020
844,394209,6067-2020-5,6067-2020
845,392591,6067-2020-6,6067-2020
846,393823,6067-2020-7,6067-2020
847,397990,6067-2020-8,6067-2020
848,404468,6067-2020-9,6067-2020
849,411349,6067-2020-10,6067-2020
850,417873,6067-2020-11,6067-2020
851,425050,6067-2020-12,6067-2020
852,430644,6067-2021-1,6067-2021
853,438516,6067-2021-2,6067-2021
854,444158,6067-2021-3,6067-2021
855,452883,6067-2021-4,6067-2021
856,461357,6067-2021-5,6067-2021
857,473087,6067-2021-6,6067-2021
858,486121,6067-2021-7,6067-2021
859,497372,6067-2021-8,6067-2021
860,506967,6067-2021-9,6067-2021
861,509267,6067-2021-10,6067-2021
862,512267,6067-2021-11,6067-2021
863,515522,6067-2021-12,6067-2021
864,527575,36103-2019-1,36103-2019
865,527134,36103-2019-2,36103-2019
866,529585,36103-2019-3,36103-2019
867,532690,36103-2019-4,36103-2019
868,535110,36103-2019-5,36103-2019
869,535967,36103-2019-6,36103-2019
870,536169,36103-2019-7,36103-2019
871,536518,36103-2019-8,36103-2019
872,536793,36103-2019-9,36103-2019
873,536111,36103-2019-10,36103-2019
874,535160,36103-2019-11,36103-2019
875,534924,36103-2019-12,36103-2019
876,535887,36103-2020-1,36103-2020
877,538924,36103-2020-2,36103-2020
878,541790,36103-2020-3,36103-2020
879,544535,36103-2020-4,36103-2020
880,546268,36103-2020-5,36103-2020
881,548052,36103-2020-6,36103-2020
882,550054,36103-2020-7,36103-2020
883,553990,36103-2020-8,36103-2020
884,560679,36103-2020-9,36103-2020
885,569952,36103-2020-10,36103-2020
886,581113,36103-2020-11,36103-2020
887,591564,36103-2020-12,36103-2020
888,600256,36103-2021-1,36103-2021
889,606704,36103-2021-2,36103-2021
890,614102,36103-2021-3,36103-2021
891,622018,36103-2021-4,36103-2021
892,631781,36103-2021-5,36103-2021
893,640323,36103-2021-6,36103-2021
894,651444,36103-2021-7,36103-2021
895,660922,36103-2021-8,36103-2021
896,670639,36103-2021-9,36103-2021
897,676032,36103-2021-10,36103-2021
898,680091,36103-2021-11,36103-2021
899,683871,36103-2021-12,36103-2021
900,292104,12099-2019-1,12099-2019
901,291870,12099-2019-2,12099-2019
902,292058,12099-2019-3,12099-2019
903,292072,12099-2019-4,12099-2019
904,292935,12099-2019-5,12099-2019
905,293544,12099-2019-6,12099-2019
906,294592,12099-2019-7,12099-2019
907,295067,12099-2019-8,12099-2019
908,294651,12099-2019-9,12099-2019
909,294631,12099-2019-10,12099-2019
910,295651,12099-2019-11,12099-2019
911,296729,12099-2019-12,12099-2019
912,298157,12099-2020-1,12099-2020
913,299784,12099-2020-2,12099-2020
914,301123,12099-2020-3,12099-2020
915,301472,12099-2020-4,12099-2020
916,301115,12099-2020-5,12099-2020
917,301369,12099-2020-6,12099-2020
918,303088,12099-2020-7,12099-2020
919,305673,12099-2020-8,12099-2020
920,309156,12099-2020-9,12099-2020
921,311872,12099-2020-10,12099-2020
922,314784,12099-2020-11,12099-2020
923,317762,12099-2020-12,12099-2020
924,320846,12099-2021-1,12099-2021
925,323556,12099-2021-2,12099-2021
926,327674,12099-2021-3,12099-2021
927,333523,12099-2021-4,12099-2021
928,340969,12099-2021-5,12099-2021
929,349381,12099-2021-6,12099-2021
930,357511,12099-2021-7,12099-2021
931,366104,12099-2021-8,12099-2021
932,374774,12099-2021-9,12099-2021
933,384511,12099-2021-10,12099-2021
934,393944,12099-2021-11,12099-2021
935,402279,12099-2021-12,12099-2021
936,417666,36005-2019-1,36005-2019
937,423659,36005-2019-2,36005-2019
938,430293,36005-2019-3,36005-2019
939,433695,36005-2019-4,36005-2019
940,436042,36005-2019-5,36005-2019
941,438977,36005-2019-6,36005-2019
942,442282,36005-2019-7,36005-2019
943,445530,36005-2019-8,36005-2019
944,447970,36005-2019-9,36005-2019
945,449801,36005-2019-10,36005-2019
946,451140,36005-2019-11,36005-2019
947,453773,36005-2019-12,36005-2019
948,459262,36005-2020-1,36005-2020
949,463264,36005-2020-2,36005-2020
950,462782,36005-2020-3,36005-2020
951,460445,36005-2020-4,36005-2020
952,459322,36005-2020-5,36005-2020
953,463347,36005-2020-6,36005-2020
954,465636,36005-2020-7,36005-2020
955,465981,36005-2020-8,36005-2020
956,464436,36005-2020-9,36005-2020
957,462849,36005-2020-10,36005-2020
958,462283,36005-2020-11,36005-2020
959,461440,36005-2020-12,36005-2020
960,463872,36005-2021-1,36005-2021
961,466381,36005-2021-2,36005-2021
962,470455,36005-2021-3,36005-2021
963,472370,36005-2021-4,36005-2021
964,471165,36005-2021-5,36005-2021
965,468128,36005-2021-6,36005-2021
966,466530,36005-2021-7,36005-2021
967,468781,36005-2021-8,36005-2021
968,472311,36005-2021-9,36005-2021
969,475332,36005-2021-10,36005-2021
970,477963,36005-2021-11,36005-2021
971,479764,36005-2021-12,36005-2021
972,235866,12057-2019-1,12057-2019
973,236893,12057-2019-2,12057-2019
974,237315,12057-2019-3,12057-2019
975,237460,12057-2019-4,12057-2019
976,238136,12057-2019-5,12057-2019
977,238319,12057-2019-6,12057-2019
978,238800,12057-2019-7,12057-2019
979,239105,12057-2019-8,12057-2019
980,239284,12057-2019-9,12057-2019
981,239567,12057-2019-10,12057-2019
982,240037,12057-2019-11,12057-2019
983,241077,12057-2019-12,12057-2019
984,242545,12057-2020-1,12057-2020
985,243973,12057-2020-2,12057-2020
986,245348,12057-2020-3,12057-2020
987,246553,12057-2020-4,12057-2020
988,247630,12057-2020-5,12057-2020
989,249113,12057-2020-6,12057-2020
990,250543,12057-2020-7,12057-2020
991,253220,12057-2020-8,12057-2020
992,255574,12057-2020-9,12057-2020
993,258196,12057-2020-10,12057-2020
994,260295,12057-2020-11,12057-2020
995,263619,12057-2020-12,12057-2020
996,267523,12057-2021-1,12057-2021
997,272243,12057-2021-2,12057-2021
998,276966,12057-2021-3,12057-2021
999,281429,12057-2021-4,12057-2021
1000,286913,12057-2021-5,12057-2021
1001,295644,12057-2021-6,12057-2021
1002,306534,12057-2021-7,12057-2021
1003,316576,12057-2021-8,12057-2021
1004,324765,12057-2021-9,12057-2021
1005,331408,12057-2021-10,12057-2021
1006,339338,12057-2021-11,12057-2021
1007,346059,12057-2021-12,12057-2021
1008,570160,36059-2019-1,36059-2019
1009,572484,36059-2019-2,36059-2019
1010,573922,36059-2019-3,36059-2019
1011,575396,36059-2019-4,36059-2019
1012,575120,36059-2019-5,36059-2019
1013,574468,36059-2019-6,36059-2019
1014,572933,36059-2019-7,36059-2019
1015,572550,36059-2019-8,36059-2019
1016,571546,36059-2019-9,36059-2019
1017,570892,36059-2019-10,36059-2019
1018,571128,36059-2019-11,36059-2019
1019,572492,36059-2019-12,36059-2019
1020,573997,36059-2020-1,36059-2020
1021,575102,36059-2020-2,36059-2020
1022,575332,36059-2020-3,36059-2020
1023,575699,36059-2020-4,36059-2020
1024,576430,36059-2020-5,36059-2020
1025,576551,36059-2020-6,36059-2020
1026,578652,36059-2020-7,36059-2020
1027,579957,36059-2020-8,36059-2020
1028,586334,36059-2020-9,36059-2020
1029,593534,36059-2020-10,36059-2020
1030,601800,36059-2020-11,36059-2020
1031,608468,36059-2020-12,36059-2020
1032,613032,36059-2021-1,36059-2021
1033,618299,36059-2021-2,36059-2021
1034,622379,36059-2021-3,36059-2021
1035,626711,36059-2021-4,36059-2021
1036,630334,36059-2021-5,36059-2021
1037,637118,36059-2021-6,36059-2021
1038,646325,36059-2021-7,36059-2021
1039,657022,36059-2021-8,36059-2021
1040,664021,36059-2021-9,36059-2021
1041,667713,36059-2021-10,36059-2021
1042,669427,36059-2021-11,36059-2021
1043,671246,36059-2021-12,36059-2021
1044,257005,12095-2019-1,12095-2019
1045,257872,12095-2019-2,12095-2019
1046,258331,12095-2019-3,12095-2019
1047,257952,12095-2019-4,12095-2019
1048,257985,12095-2019-5,12095-2019
1049,258238,12095-2019-6,12095-2019
1050,258595,12095-2019-7,12095-2019
1051,259106,12095-2019-8,12095-2019
1052,259730,12095-2019-9,12095-2019
1053,260542,12095-2019-10,12095-2019
1054,261694,12095-2019-11,12095-2019
1055,262818,12095-2019-12,12095-2019
1056,263981,12095-2020-1,12095-2020
1057,265406,12095-2020-2,12095-2020
1058,266454,12095-2020-3,12095-2020
1059,268143,12095-2020-4,12095-2020
1060,269647,12095-2020-5,12095-2020
1061,271349,12095-2020-6,12095-2020
1062,272467,12095-2020-7,12095-2020
1063,274102,12095-2020-8,12095-2020
1064,275424,12095-2020-9,12095-2020
1065,277842,12095-2020-10,12095-2020
1066,280276,12095-2020-11,12095-2020
1067,282894,12095-2020-12,12095-2020
1068,285555,12095-2021-1,12095-2021
1069,287517,12095-2021-2,12095-2021
1070,290160,12095-2021-3,12095-2021
1071,292869,12095-2021-4,12095-2021
1072,296908,12095-2021-5,12095-2021
1073,302992,12095-2021-6,12095-2021
1074,311045,12095-2021-7,12095-2021
1075,319260,12095-2021-8,12095-2021
1076,326705,12095-2021-9,12095-2021
1077,333082,12095-2021-10,12095-2021
1078,340479,12095-2021-11,12095-2021
1079,347387,12095-2021-12,12095-2021
1080,187350,39049-2019-1,39049-2019
1081,188922,39049-2019-2,39049-2019
1082,190641,39049-2019-3,39049-2019
1083,191919,39049-2019-4,39049-2019
1084,193257,39049-2019-5,39049-2019
1085,194150,39049-2019-6,39049-2019
1086,194523,39049-2019-7,39049-2019
1087,194685,39049-2019-8,39049-2019
1088,195404,39049-2019-9,39049-2019
1089,196520,39049-2019-10,39049-2019
1090,197516,39049-2019-11,39049-2019
1091,199072,39049-2019-12,39049-2019
1092,201061,39049-2020-1,39049-2020
1093,203228,39049-2020-2,39049-2020
1094,204630,39049-2020-3,39049-2020
1095,205855,39049-2020-4,39049-2020
1096,206684,39049-2020-5,39049-2020
1097,207526,39049-2020-6,39049-2020
1098,208558,39049-2020-7,39049-2020
1099,210466,39049-2020-8,39049-2020
1100,212787,39049-2020-9,39049-2020
1101,215251,39049-2020-10,39049-2020
1102,218188,39049-2020-11,39049-2020
1103,221525,39049-2020-12,39049-2020
1104,224845,39049-2021-1,39049-2021
1105,227663,39049-2021-2,39049-2021
1106,230517,39049-2021-3,39049-2021
1107,233355,39049-2021-4,39049-2021
1108,236867,39049-2021-5,39049-2021
1109,240691,39049-2021-6,39049-2021
1110,244437,39049-2021-7,39049-2021
1111,247071,39049-2021-8,39049-2021
1112,249304,39049-2021-9,39049-2021
1113,251938,39049-2021-10,39049-2021
1114,255099,39049-2021-11,39049-2021
1115,258011,39049-2021-12,39049-2021
1116,255533,26125-2019-1,26125-2019
1117,257308,26125-2019-2,26125-2019
1118,258892,26125-2019-3,26125-2019
1119,259322,26125-2019-4,26125-2019
1120,259631,26125-2019-5,26125-2019
1121,259669,26125-2019-6,26125-2019
1122,259698,26125-2019-7,26125-2019
1123,259542,26125-2019-8,26125-2019
1124,259212,26125-2019-9,26125-2019
1125,259863,26125-2019-10,26125-2019
1126,260092,26125-2019-11,26125-2019
1127,260527,26125-2019-12,26125-2019
1128,261324,26125-2020-1,26125-2020
1129,262988,26125-2020-2,26125-2020
1130,267341,26125-2020-3,26125-2020
1131,270212,26125-2020-4,26125-2020
1132,271462,26125-2020-5,26125-2020
1133,268014,26125-2020-6,26125-2020
1134,265373,26125-2020-7,26125-2020
1135,265276,26125-2020-8,26125-2020
1136,268870,26125-2020-9,26125-2020
1137,273240,26125-2020-10,26125-2020
1138,276656,26125-2020-11,26125-2020
1139,280015,26125-2020-12,26125-2020
1140,281983,26125-2021-1,26125-2021
1141,285059,26125-2021-2,26125-2021
1142,287617,26125-2021-3,26125-2021
1143,291008,26125-2021-4,26125-2021
1144,295081,26125-2021-5,26125-2021
1145,300309,26125-2021-6,26125-2021
1146,306170,26125-2021-7,26125-2021
1147,310195,26125-2021-8,26125-2021
1148,312242,26125-2021-9,26125-2021
1149,313915,26125-2021-10,26125-2021
1150,315748,26125-2021-11,26125-2021
1151,319333,26125-2021-12,26125-2021
1152,134068,39035-2019-1,39035-2019
1153,134141,39035-2019-2,39035-2019
1154,134514,39035-2019-3,39035-2019
1155,134580,39035-2019-4,39035-2019
1156,135602,39035-2019-5,39035-2019
1157,136176,39035-2019-6,39035-2019
1158,137230,39035-2019-7,39035-2019
1159,137981,39035-2019-8,39035-2019
1160,138367,39035-2019-9,39035-2019
1161,138455,39035-2019-10,39035-2019
1162,138127,39035-2019-11,39035-2019
1163,138574,39035-2019-12,39035-2019
1164,139449,39035-2020-1,39035-2020
1165,140474,39035-2020-2,39035-2020
1166,141177,39035-2020-3,39035-2020
1167,142356,39035-2020-4,39035-2020
1168,143154,39035-2020-5,39035-2020
1169,144187,39035-2020-6,39035-2020
1170,145228,39035-2020-7,39035-2020
1171,147586,39035-2020-8,39035-2020
1172,150287,39035-2020-9,39035-2020
1173,152868,39035-2020-10,39035-2020
1174,154718,39035-2020-11,39035-2020
1175,155978,39035-2020-12,39035-2020
1176,157548,39035-2021-1,39035-2021
1177,159501,39035-2021-2,39035-2021
1178,161976,39035-2021-3,39035-2021
1179,164176,39035-2021-4,39035-2021
1180,167778,39035-2021-5,39035-2021
1181,171863,39035-2021-6,39035-2021
1182,175913,39035-2021-7,39035-2021
1183,178080,39035-2021-8,39035-2021
1184,179702,39035-2021-9,39035-2021
1185,180355,39035-2021-10,39035-2021
1186,181372,39035-2021-11,39035-2021
1187,182453,39035-2021-12,39035-2021
1188,297579,27053-2019-1,27053-2019
1189,298976,27053-2019-2,27053-2019
1190,299709,27053-2019-3,27053-2019
1191,300743,27053-2019-4,27053-2019
1192,300566,27053-2019-5,27053-2019
1193,300336,27053-2019-6,27053-2019
1194,299568,27053-2019-7,27053-2019
1195,299497,27053-2019-8,27053-2019
1196,300699,27053-2019-9,27053-2019
1197,302585,27053-2019-10,27053-2019
1198,305351,27053-2019-11,27053-2019
1199,307881,27053-2019-12,27053-2019
1200,309073,27053-2020-1,27053-2020
1201,309628,27053-2020-2,27053-2020
1202,309551,27053-2020-3,27053-2020
1203,310782,27053-2020-4,27053-2020
1204,312196,27053-2020-5,27053-2020
1205,313851,27053-2020-6,27053-2020
1206,314807,27053-2020-7,27053-2020
1207,316856,27053-2020-8,27053-2020
1208,319565,27053-2020-9,27053-2020
1209,324070,27053-2020-10,27053-2020
1210,327393,27053-2020-11,27053-2020
1211,330018,27053-2020-12,27053-2020
1212,332303,27053-2021-1,27053-2021
1213,334921,27053-2021-2,27053-2021
1214,337835,27053-2021-3,27053-2021
1215,339732,27053-2021-4,27053-2021
1216,342439,27053-2021-5,27053-2021
1217,346403,27053-2021-6,27053-2021
1218,351728,27053-2021-7,27053-2021
1219,354707,27053-2021-8,27053-2021
1220,356109,27053-2021-9,27053-2021
1221,355832,27053-2021-10,27053-2021
1222,357189,27053-2021-11,27053-2021
1223,359422,27053-2021-12,27053-2021
1224,353809,48453-2019-1,48453-2019
1225,356503,48453-2019-2,48453-2019
1226,357893,48453-2019-3,48453-2019
1227,359048,48453-2019-4,48453-2019
1228,359422,48453-2019-5,48453-2019
1229,360160,48453-2019-6,48453-2019
1230,360470,48453-2019-7,48453-2019
1231,361420,48453-2019-8,48453-2019
1232,363502,48453-2019-9,48453-2019
1233,364524,48453-2019-10,48453-2019
1234,366061,48453-2019-11,48453-2019
1235,366919,48453-2019-12,48453-2019
1236,369556,48453-2020-1,48453-2020
1237,371528,48453-2020-2,48453-2020
1238,375067,48453-2020-3,48453-2020
1239,378695,48453-2020-4,48453-2020
1240,382273,48453-2020-5,48453-2020
1241,384065,48453-2020-6,48453-2020
1242,386227,48453-2020-7,48453-2020
1243,390341,48453-2020-8,48453-2020
1244,396491,48453-2020-9,48453-2020
1245,402925,48453-2020-10,48453-2020
1246,410397,48453-2020-11,48453-2020
1247,416785,48453-2020-12,48453-2020
1248,423393,48453-2021-1,48453-2021
1249,434898,48453-2021-2,48453-2021
1250,451120,48453-2021-3,48453-2021
1251,495903,48453-2021-5,48453-2021
1252,521615,48453-2021-6,48453-2021
