,cases,fip-year-month,fip-year,fips
50509,61973,31159-2021-5,31159-2021,31159
50510,60989,31159-2021-6,31159-2021,31159
50511,63395,31159-2021-7,31159-2021,31159
50512,63705,31159-2021-8,31159-2021,31159
50513,63521,31159-2021-9,31159-2021,31159
50514,70582,31159-2021-10,31159-2021,31159
50515,70976,31159-2021-11,31159-2021,31159
50516,78065,31159-2021-12,31159-2021,31159
50517,12601,31161-2021-1,31161-2021,31161
50518,12693,31161-2021-2,31161-2021,31161
50519,15110,31161-2021-3,31161-2021,31161
50520,15040,31161-2021-4,31161-2021,31161
50521,16228,31161-2021-5,31161-2021,31161
50522,16164,31161-2021-6,31161-2021,31161
50523,16780,31161-2021-7,31161-2021,31161
50524,16957,31161-2021-8,31161-2021,31161
50525,17508,31161-2021-9,31161-2021,31161
50526,22273,31161-2021-10,31161-2021,31161
50527,24102,31161-2021-11,31161-2021,31161
50528,26268,31161-2021-12,31161-2021,31161
50529,5019,31163-2021-1,31163-2021,31163
50530,4902,31163-2021-2,31163-2021,31163
50531,5728,31163-2021-3,31163-2021,31163
50532,5700,31163-2021-4,31163-2021,31163
50533,6372,31163-2021-5,31163-2021,31163
50534,6390,31163-2021-6,31163-2021,31163
50535,6603,31163-2021-7,31163-2021,31163
50536,6603,31163-2021-8,31163-2021,31163
50537,7297,31163-2021-9,31163-2021,31163
50538,10342,31163-2021-10,31163-2021,31163
50539,11709,31163-2021-11,31163-2021,31163
50540,13806,31163-2021-12,31163-2021,31163
50541,949,31165-2021-1,31165-2021,31165
50542,986,31165-2021-2,31165-2021,31165
50543,1116,31165-2021-3,31165-2021,31165
50544,1119,31165-2021-4,31165-2021,31165
50545,1177,31165-2021-5,31165-2021,31165
50546,930,31165-2021-6,31165-2021,31165
50547,961,31165-2021-7,31165-2021,31165
50548,961,31165-2021-8,31165-2021,31165
50549,1104,31165-2021-9,31165-2021,31165
50550,1640,31165-2021-10,31165-2021,31165
50551,1788,31165-2021-11,31165-2021,31165
50552,1890,31165-2021-12,31165-2021,31165
50553,10427,31167-2021-1,31167-2021,31167
50554,9678,31167-2021-2,31167-2021,31167
50555,10951,31167-2021-3,31167-2021,31167
50556,10730,31167-2021-4,31167-2021,31167
50557,11436,31167-2021-5,31167-2021,31167
50558,11160,31167-2021-6,31167-2021,31167
50559,11532,31167-2021-7,31167-2021,31167
50560,11532,31167-2021-8,31167-2021,31167
50561,11948,31167-2021-9,31167-2021,31167
50562,14481,31167-2021-10,31167-2021,31167
50563,15213,31167-2021-11,31167-2021,31167
50564,17140,31167-2021-12,31167-2021,31167
50565,13126,31169-2021-1,31169-2021,31169
50566,13069,31169-2021-2,31169-2021,31169
50567,14882,31169-2021-3,31169-2021,31169
50568,14538,31169-2021-4,31169-2021,31169
50569,15324,31169-2021-5,31169-2021,31169
50570,14706,31169-2021-6,31169-2021,31169
50571,15202,31169-2021-7,31169-2021,31169
50572,15190,31169-2021-8,31169-2021,31169
50573,16347,31169-2021-9,31169-2021,31169
50574,21158,31169-2021-10,31169-2021,31169
50575,21953,31169-2021-11,31169-2021,31169
50576,24677,31169-2021-12,31169-2021,31169
50577,1513,31171-2021-1,31171-2021,31171
50578,1421,31171-2021-2,31171-2021,31171
50579,1612,31171-2021-3,31171-2021,31171
50580,1567,31171-2021-4,31171-2021,31171
50581,1651,31171-2021-5,31171-2021,31171
50582,1650,31171-2021-6,31171-2021,31171
50583,1705,31171-2021-7,31171-2021,31171
50584,1705,31171-2021-8,31171-2021,31171
50585,1696,31171-2021-9,31171-2021,31171
50586,2016,31171-2021-10,31171-2021,31171
50587,2025,31171-2021-11,31171-2021,31171
50588,2478,31171-2021-12,31171-2021,31171
50589,22970,31173-2021-1,31173-2021,31173
50590,22239,31173-2021-2,31173-2021,31173
50591,25229,31173-2021-3,31173-2021,31173
50592,24975,31173-2021-4,31173-2021,31173
50593,27471,31173-2021-5,31173-2021,31173
50594,35670,31173-2021-6,31173-2021,31173
50595,37101,31173-2021-7,31173-2021,31173
50596,37386,31173-2021-8,31173-2021,31173
50597,33431,31173-2021-9,31173-2021,31173
50598,31424,31173-2021-10,31173-2021,31173
50599,32756,31173-2021-11,31173-2021,31173
50600,35370,31173-2021-12,31173-2021,31173
50601,8593,31175-2021-1,31175-2021,31175
50602,8494,31175-2021-2,31175-2021,31175
50603,9723,31175-2021-3,31175-2021,31175
50604,9659,31175-2021-4,31175-2021,31175
50605,10221,31175-2021-5,31175-2021,31175
50606,10299,31175-2021-6,31175-2021,31175
50607,10664,31175-2021-7,31175-2021,31175
50608,10664,31175-2021-8,31175-2021,31175
50609,11181,31175-2021-9,31175-2021,31175
50610,14121,31175-2021-10,31175-2021,31175
50611,14932,31175-2021-11,31175-2021,31175
50612,17676,31175-2021-12,31175-2021,31175
50613,55239,31177-2021-1,31177-2021,31177
50614,55469,31177-2021-2,31177-2021,31177
50615,63245,31177-2021-3,31177-2021,31177
50616,64422,31177-2021-4,31177-2021,31177
50617,68027,31177-2021-5,31177-2021,31177
50618,66041,31177-2021-6,31177-2021,31177
50619,68627,31177-2021-7,31177-2021,31177
50620,69056,31177-2021-8,31177-2021,31177
50621,70761,31177-2021-9,31177-2021,31177
50622,84287,31177-2021-10,31177-2021,31177
50623,87784,31177-2021-11,31177-2021,31177
50624,100276,31177-2021-12,31177-2021,31177
50625,28072,31179-2021-1,31179-2021,31179
50626,26602,31179-2021-2,31179-2021,31179
50627,31199,31179-2021-3,31179-2021,31179
50628,31444,31179-2021-4,31179-2021,31179
50629,33932,31179-2021-5,31179-2021,31179
50630,34860,31179-2021-6,31179-2021,31179
50631,36352,31179-2021-7,31179-2021,31179
50632,36518,31179-2021-8,31179-2021,31179
50633,35278,31179-2021-9,31179-2021,31179
50634,37520,31179-2021-10,31179-2021,31179
50635,39104,31179-2021-11,31179-2021,31179
50636,43058,31179-2021-12,31179-2021,31179
50637,8921,31181-2021-1,31181-2021,31181
50638,8579,31181-2021-2,31181-2021,31181
50639,10266,31181-2021-3,31181-2021,31181
50640,11251,31181-2021-4,31181-2021,31181
50641,12086,31181-2021-5,31181-2021,31181
50642,12540,31181-2021-6,31181-2021,31181
50643,12995,31181-2021-7,31181-2021,31181
50644,13139,31181-2021-8,31181-2021,31181
50645,12953,31181-2021-9,31181-2021,31181
50646,14773,31181-2021-10,31181-2021,31181
50647,15380,31181-2021-11,31181-2021,31181
50648,17039,31181-2021-12,31181-2021,31181
50649,962,31183-2021-1,31183-2021,31183
50650,980,31183-2021-2,31183-2021,31183
50651,1149,31183-2021-3,31183-2021,31183
50652,1169,31183-2021-4,31183-2021,31183
50653,1209,31183-2021-5,31183-2021,31183
50654,1170,31183-2021-6,31183-2021,31183
50655,1209,31183-2021-7,31183-2021,31183
50656,1209,31183-2021-8,31183-2021,31183
50657,1348,31183-2021-9,31183-2021,31183
50658,2162,31183-2021-10,31183-2021,31183
50659,2285,31183-2021-11,31183-2021,31183
50660,2798,31183-2021-12,31183-2021,31183
50661,46167,31185-2021-1,31185-2021,31185
50662,45787,31185-2021-2,31185-2021,31185
50663,52120,31185-2021-3,31185-2021,31185
50664,51536,31185-2021-4,31185-2021,31185
50665,54554,31185-2021-5,31185-2021,31185
50666,53536,31185-2021-6,31185-2021,31185
50667,57113,31185-2021-7,31185-2021,31185
50668,57474,31185-2021-8,31185-2021,31185
50669,59459,31185-2021-9,31185-2021,31185
50670,71208,31185-2021-10,31185-2021,31185
50671,72786,31185-2021-11,31185-2021,31185
50672,81438,31185-2021-12,31185-2021,31185
50673,50607,32001-2021-1,32001-2021,32001
50674,52274,32001-2021-2,32001-2021,32001
50675,60112,32001-2021-3,32001-2021,32001
50676,60028,32001-2021-4,32001-2021,32001
50677,63711,32001-2021-5,32001-2021,32001
50678,62961,32001-2021-6,32001-2021,32001
50679,66912,32001-2021-7,32001-2021,32001
50680,71721,32001-2021-8,32001-2021,32001
50681,87166,32001-2021-9,32001-2021,32001
50682,112725,32001-2021-10,32001-2021,32001
50683,122790,32001-2021-11,32001-2021,32001
50684,135322,32001-2021-12,32001-2021,32001
50685,6090295,32003-2021-1,32003-2021,32003
50686,6207935,32003-2021-2,32003-2021,32003
50687,7166591,32003-2021-3,32003-2021,32003
50688,7176673,32003-2021-4,32003-2021,32003
50689,7693677,32003-2021-5,32003-2021,32003
50690,7652270,32003-2021-6,32003-2021,32003
50691,8333938,32003-2021-7,32003-2021,32003
50692,9086437,32003-2021-8,32003-2021,32003
50693,9379495,32003-2021-9,32003-2021,32003
50694,10326024,32003-2021-10,32003-2021,32003
50695,10409074,32003-2021-11,32003-2021,32003
50696,11256310,32003-2021-12,32003-2021,32003
50697,69043,32005-2021-1,32005-2021,32005
50698,68786,32005-2021-2,32005-2021,32005
50699,80500,32005-2021-3,32005-2021,32005
50700,82258,32005-2021-4,32005-2021,32005
50701,88966,32005-2021-5,32005-2021,32005
50702,89408,32005-2021-6,32005-2021,32005
50703,94638,32005-2021-7,32005-2021,32005
50704,104627,32005-2021-8,32005-2021,32005
50705,124215,32005-2021-9,32005-2021,32005
50706,141786,32005-2021-10,32005-2021,32005
50707,148436,32005-2021-11,32005-2021,32005
50708,160865,32005-2021-12,32005-2021,32005
50709,127124,32007-2021-1,32007-2021,32007
50710,124349,32007-2021-2,32007-2021,32007
50711,143225,32007-2021-3,32007-2021,32007
50712,142015,32007-2021-4,32007-2021,32007
50713,152064,32007-2021-5,32007-2021,32007
50714,152912,32007-2021-6,32007-2021,32007
50715,163215,32007-2021-7,32007-2021,32007
50716,172088,32007-2021-8,32007-2021,32007
50717,191831,32007-2021-9,32007-2021,32007
50718,260510,32007-2021-10,32007-2021,32007
50719,279262,32007-2021-11,32007-2021,32007
50720,299983,32007-2021-12,32007-2021,32007
50721,1058,32009-2021-1,32009-2021,32009
50722,1033,32009-2021-2,32009-2021,32009
50723,1156,32009-2021-3,32009-2021,32009
50724,1140,32009-2021-4,32009-2021,32009
50725,1178,32009-2021-5,32009-2021,32009
50726,1140,32009-2021-6,32009-2021,32009
50727,1224,32009-2021-7,32009-2021,32009
50728,1279,32009-2021-8,32009-2021,32009
50729,1371,32009-2021-9,32009-2021,32009
50730,1807,32009-2021-10,32009-2021,32009
50731,1851,32009-2021-11,32009-2021,32009
50732,1932,32009-2021-12,32009-2021,32009
50733,1283,32011-2021-1,32011-2021,32011
50734,1360,32011-2021-2,32011-2021,32011
50735,1550,32011-2021-3,32011-2021,32011
50736,1504,32011-2021-4,32011-2021,32011
50737,1672,32011-2021-5,32011-2021,32011
50738,1650,32011-2021-6,32011-2021,32011
50739,1801,32011-2021-7,32011-2021,32011
50740,1924,32011-2021-8,32011-2021,32011
50741,3015,32011-2021-9,32011-2021,32011
50742,6013,32011-2021-10,32011-2021,32011
50743,6832,32011-2021-11,32011-2021,32011
50744,7761,32011-2021-12,32011-2021,32011
50745,28474,32013-2021-1,32013-2021,32013
50746,29072,32013-2021-2,32013-2021,32013
50747,33267,32013-2021-3,32013-2021,32013
50748,33787,32013-2021-4,32013-2021,32013
50749,36623,32013-2021-5,32013-2021,32013
50750,36227,32013-2021-6,32013-2021,32013
50751,38265,32013-2021-7,32013-2021,32013
50752,40753,32013-2021-8,32013-2021,32013
50753,49291,32013-2021-9,32013-2021,32013
50754,74185,32013-2021-10,32013-2021,32013
50755,89784,32013-2021-11,32013-2021,32013
50756,99665,32013-2021-12,32013-2021,32013
50757,12785,32015-2021-1,32015-2021,32015
50758,12304,32015-2021-2,32015-2021,32015
50759,13743,32015-2021-3,32015-2021,32015
50760,13410,32015-2021-4,32015-2021,32015
50761,14224,32015-2021-5,32015-2021,32015
50762,14134,32015-2021-6,32015-2021,32015
50763,14971,32015-2021-7,32015-2021,32015
50764,15310,32015-2021-8,32015-2021,32015
50765,17674,32015-2021-9,32015-2021,32015
50766,23651,32015-2021-10,32015-2021,32015
50767,24982,32015-2021-11,32015-2021,32015
50768,26904,32015-2021-12,32015-2021,32015
50769,9710,32017-2021-1,32017-2021,32017
50770,9667,32017-2021-2,32017-2021,32017
50771,10877,32017-2021-3,32017-2021,32017
50772,10780,32017-2021-4,32017-2021,32017
50773,11206,32017-2021-5,32017-2021,32017
50774,11154,32017-2021-6,32017-2021,32017
50775,11849,32017-2021-7,32017-2021,32017
50776,12867,32017-2021-8,32017-2021,32017
50777,14023,32017-2021-9,32017-2021,32017
50778,16536,32017-2021-10,32017-2021,32017
50779,20437,32017-2021-11,32017-2021,32017
50780,22282,32017-2021-12,32017-2021,32017
50781,75061,32019-2021-1,32019-2021,32019
50782,75068,32019-2021-2,32019-2021,32019
50783,87705,32019-2021-3,32019-2021,32019
50784,90768,32019-2021-4,32019-2021,32019
50785,99113,32019-2021-5,32019-2021,32019
50786,98733,32019-2021-6,32019-2021,32019
50787,106237,32019-2021-7,32019-2021,32019
50788,124126,32019-2021-8,32019-2021,32019
50789,160789,32019-2021-9,32019-2021,32019
50790,197493,32019-2021-10,32019-2021,32019
50791,208202,32019-2021-11,32019-2021,32019
50792,228426,32019-2021-12,32019-2021,32019
50793,6918,32021-2021-1,32021-2021,32021
50794,8048,32021-2021-2,32021-2021,32021
50795,9386,32021-2021-3,32021-2021,32021
50796,9180,32021-2021-4,32021-2021,32021
50797,9568,32021-2021-5,32021-2021,32021
50798,9270,32021-2021-6,32021-2021,32021
50799,9842,32021-2021-7,32021-2021,32021
50800,11258,32021-2021-8,32021-2021,32021
50801,14073,32021-2021-9,32021-2021,32021
50802,16946,32021-2021-10,32021-2021,32021
50803,17748,32021-2021-11,32021-2021,32021
50804,20035,32021-2021-12,32021-2021,32021
50805,71697,32023-2021-1,32023-2021,32023
50806,76042,32023-2021-2,32023-2021,32023
50807,87675,32023-2021-3,32023-2021,32023
50808,86403,32023-2021-4,32023-2021,32023
50809,91297,32023-2021-5,32023-2021,32023
50810,89884,32023-2021-6,32023-2021,32023
50811,96124,32023-2021-7,32023-2021,32023
50812,106609,32023-2021-8,32023-2021,32023
50813,117766,32023-2021-9,32023-2021,32023
50814,136346,32023-2021-10,32023-2021,32023
50815,143783,32023-2021-11,32023-2021,32023
50816,159857,32023-2021-12,32023-2021,32023
50817,26495,32027-2021-1,32027-2021,32027
50818,25935,32027-2021-2,32027-2021,32027
50819,29212,32027-2021-3,32027-2021,32027
50820,28447,32027-2021-4,32027-2021,32027
50821,29655,32027-2021-5,32027-2021,32027
50822,29092,32027-2021-6,32027-2021,32027
50823,30120,32027-2021-7,32027-2021,32027
50824,30540,32027-2021-8,32027-2021,32027
50825,31053,32027-2021-9,32027-2021,32027
50826,33800,32027-2021-10,32027-2021,32027
50827,34277,32027-2021-11,32027-2021,32027
50828,37119,32027-2021-12,32027-2021,32027
50829,2123,32029-2021-1,32029-2021,32029
50830,2115,32029-2021-2,32029-2021,32029
50831,2596,32029-2021-3,32029-2021,32029
50832,2801,32029-2021-4,32029-2021,32029
50833,3360,32029-2021-5,32029-2021,32029
50834,3411,32029-2021-6,32029-2021,32029
50835,3758,32029-2021-7,32029-2021,32029
50836,4134,32029-2021-8,32029-2021,32029
50837,4889,32029-2021-9,32029-2021,32029
50838,6218,32029-2021-10,32029-2021,32029
50839,6657,32029-2021-11,32029-2021,32029
50840,7424,32029-2021-12,32029-2021,32029
50841,1210992,32031-2021-1,32031-2021,32031
50842,1184525,32031-2021-2,32031-2021,32031
50843,1349501,32031-2021-3,32031-2021,32031
50844,1343275,32031-2021-4,32031-2021,32031
50845,1416003,32031-2021-5,32031-2021,32031
50846,1382394,32031-2021-6,32031-2021,32031
50847,1450204,32031-2021-7,32031-2021,32031
50848,1563725,32031-2021-8,32031-2021,32031
50849,1746895,32031-2021-9,32031-2021,32031
50850,1968938,32031-2021-10,32031-2021,32031
50851,2014469,32031-2021-11,32031-2021,32031
50852,2174936,32031-2021-12,32031-2021,32031
50853,13055,32033-2021-1,32033-2021,32033
50854,14544,32033-2021-2,32033-2021,32033
50855,17152,32033-2021-3,32033-2021,32033
50856,16993,32033-2021-4,32033-2021,32033
50857,19081,32033-2021-5,32033-2021,32033
50858,18772,32033-2021-6,32033-2021,32033
50859,20026,32033-2021-7,32033-2021,32033
50860,21312,32033-2021-8,32033-2021,32033
50861,26617,32033-2021-9,32033-2021,32033
50862,38093,32033-2021-10,32033-2021,32033
50863,41740,32033-2021-11,32033-2021,32033
50864,44770,32033-2021-12,32033-2021,32033
50865,168728,32510-2021-1,32510-2021,32510
50866,162426,32510-2021-2,32510-2021,32510
50867,186329,32510-2021-3,32510-2021,32510
50868,189240,32510-2021-4,32510-2021,32510
50869,201193,32510-2021-5,32510-2021,32510
50870,197562,32510-2021-6,32510-2021,32510
50871,206730,32510-2021-7,32510-2021,32510
50872,218603,32510-2021-8,32510-2021,32510
50873,238398,32510-2021-9,32510-2021,32510
50874,267590,32510-2021-10,32510-2021,32510
50875,276226,32510-2021-11,32510-2021,32510
50876,297407,32510-2021-12,32510-2021,32510
50877,74557,33001-2021-1,33001-2021,33001
50878,83793,33001-2021-2,33001-2021,33001
50879,100145,33001-2021-3,33001-2021,33001
50880,109519,33001-2021-4,33001-2021,33001
50881,125084,33001-2021-5,33001-2021,33001
50882,124435,33001-2021-6,33001-2021,33001
50883,130635,33001-2021-7,33001-2021,33001
50884,137441,33001-2021-8,33001-2021,33001
50885,151947,33001-2021-9,33001-2021,33001
50886,182359,33001-2021-10,33001-2021,33001
50887,211205,33001-2021-11,33001-2021,33001
50888,265126,33001-2021-12,33001-2021,33001
50889,37084,33003-2021-1,33003-2021,33003
50890,44961,33003-2021-2,33003-2021,33003
50891,56802,33003-2021-3,33003-2021,33003
50892,64768,33003-2021-4,33003-2021,33003
50893,74825,33003-2021-5,33003-2021,33003
50894,74316,33003-2021-6,33003-2021,33003
50895,77800,33003-2021-7,33003-2021,33003
50896,81712,33003-2021-8,33003-2021,33003
50897,90846,33003-2021-9,33003-2021,33003
50898,110262,33003-2021-10,33003-2021,33003
50899,132974,33003-2021-11,33003-2021,33003
50900,175360,33003-2021-12,33003-2021,33003
50901,56212,33005-2021-1,33005-2021,33005
50902,68497,33005-2021-2,33005-2021,33005
50903,90599,33005-2021-3,33005-2021,33005
50904,99930,33005-2021-4,33005-2021,33005
50905,115593,33005-2021-5,33005-2021,33005
50906,116599,33005-2021-6,33005-2021,33005
50907,121647,33005-2021-7,33005-2021,33005
50908,127742,33005-2021-8,33005-2021,33005
50909,140382,33005-2021-9,33005-2021,33005
50910,168921,33005-2021-10,33005-2021,33005
50911,192554,33005-2021-11,33005-2021,33005
50912,257360,33005-2021-12,33005-2021,33005
50913,28779,33007-2021-1,33007-2021,33007
50914,34547,33007-2021-2,33007-2021,33007
50915,43716,33007-2021-3,33007-2021,33007
50916,49897,33007-2021-4,33007-2021,33007
50917,61109,33007-2021-5,33007-2021,33007
50918,61619,33007-2021-6,33007-2021,33007
50919,64748,33007-2021-7,33007-2021,33007
50920,67626,33007-2021-8,33007-2021,33007
50921,72315,33007-2021-9,33007-2021,33007
50922,97558,33007-2021-10,33007-2021,33007
50923,115967,33007-2021-11,33007-2021,33007
50924,138130,33007-2021-12,33007-2021,33007
50925,48014,33009-2021-1,33009-2021,33009
50926,64315,33009-2021-2,33009-2021,33009
50927,89542,33009-2021-3,33009-2021,33009
50928,103769,33009-2021-4,33009-2021,33009
50929,122160,33009-2021-5,33009-2021,33009
50930,121980,33009-2021-6,33009-2021,33009
50931,127253,33009-2021-7,33009-2021,33009
50932,134271,33009-2021-8,33009-2021,33009
50933,145136,33009-2021-9,33009-2021,33009
50934,174217,33009-2021-10,33009-2021,33009
50935,204170,33009-2021-11,33009-2021,33009
50936,268010,33009-2021-12,33009-2021,33009
50937,685167,33011-2021-1,33011-2021,33011
50938,762707,33011-2021-2,33011-2021,33011
50939,923238,33011-2021-3,33011-2021,33011
50940,999822,33011-2021-4,33011-2021,33011
50941,1105464,33011-2021-5,33011-2021,33011
50942,1089277,33011-2021-6,33011-2021,33011
50943,1132490,33011-2021-7,33011-2021,33011
