,fip-year,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT
187,1075-2019,13817,0.9643161785612738,6783,7034,44.5,800,1456,4560,3753,3072
188,1075-2020,13943,0.9754888070274864,6885,7058,44.4,807,1501,4584,3801,3065
189,1075-2021,13689,0.9784650961121548,6770,6919,44.7,741,1454,4503,3725,3074
192,1077-2019,93028,0.9206771962423868,44593,48435,41.4,4758,9084,35040,24128,18949
193,1077-2020,93610,0.932094943240454,45160,48450,41.3,4784,9320,35210,24165,19018
194,1077-2021,94043,0.9339667263043164,45416,48627,41.0,4766,9313,35694,23816,19305
197,1079-2019,32851,0.947764733783944,15985,16866,43.0,1818,3611,11269,9442,6282
198,1079-2020,33063,0.9644109084427545,16232,16831,42.8,1791,3722,11404,9497,6209
199,1079-2021,33090,0.9685882562912724,16281,16809,42.8,1762,3676,11466,9430,6272
202,1081-2019,165015,0.9667822791146709,81114,83901,32.8,9482,17484,78093,37437,20505
203,1081-2020,174601,0.976108017565304,86245,88356,33.3,9711,18804,81756,40017,22104
204,1081-2021,177218,0.9740679268822474,87445,89773,33.7,9619,18899,82692,40584,23192
207,1083-2019,99136,0.9995965952640284,49558,49578,40.1,5452,11237,38064,27762,15289
208,1083-2020,104322,1.010212733158625,52426,51896,40.2,5623,11897,40021,29316,16004
209,1083-2021,107517,1.0109039220453735,54050,53467,40.3,5589,12232,41522,30008,16693
212,1085-2019,9726,0.8903790087463557,4581,5145,42.3,592,1112,3306,2699,1908
213,1085-2020,10297,0.8865884939538292,4839,5458,41.8,629,1192,3527,2804,2019
214,1085-2021,9965,0.8923281428028864,4699,5266,42.5,612,1099,3382,2710,2025
217,1087-2019,18065,0.8366205774705164,8229,9836,39.7,881,1518,7305,4432,3763
218,1087-2020,19476,0.8411798071469087,8898,10578,39.4,941,1699,7858,4731,4044
219,1087-2021,18895,0.8355352632601516,8601,10294,40.0,871,1614,7602,4534,4065
222,1089-2019,372547,0.9572403503149576,182204,190343,38.7,21920,40441,147043,101227,57260
223,1089-2020,389696,0.970121787839416,191893,197803,38.6,22496,43015,154726,105295,59233
224,1089-2021,395211,0.9746233980364236,195066,200145,38.7,22218,43291,158297,104984,61262
227,1091-2019,18919,0.892089208920892,8920,9999,41.9,1160,2123,6615,4975,3818
228,1091-2020,19264,0.8979310344827586,9114,10150,41.9,1127,2189,6726,5081,3877
229,1091-2021,18996,0.8909018514831774,8950,10046,42.1,1088,2159,6614,5010,3860
232,1093-2019,29826,0.9792952418873184,14757,15069,44.3,1584,3103,10118,8256,6401
233,1093-2020,29287,0.9976127140031376,14626,14661,44.0,1555,3108,9909,8192,6162
234,1093-2021,29246,1.00287631831256,14644,14602,43.8,1586,3072,9983,8058,6172
237,1095-2019,96751,0.9710106545521218,47664,49087,38.9,6918,11929,34922,24811,16773
238,1095-2020,97608,0.9815664460595234,48350,49258,38.8,6901,12232,35191,25220,16604
239,1095-2021,98228,0.9794055415617128,48603,49625,38.6,6971,12268,35654,24937,16894
242,1097-2019,413516,0.9072560559378632,196704,216812,38.1,27161,47965,160235,104040,68951
243,1097-2020,414250,0.9158372798579252,198026,216224,38.1,26832,48794,160057,104041,69004
244,1097-2021,413073,0.9131810160762172,197164,215909,38.3,26272,48225,160010,102520,70330
247,1099-2019,20689,0.9071718289085544,9841,10848,44.0,1048,2202,7032,5770,4346
248,1099-2020,19723,0.9169015453396832,9434,10289,44.1,984,2099,6701,5503,4171
249,1099-2021,19648,0.9189373962301006,9409,10239,44.2,1011,2050,6673,5382,4273
252,1101-2019,226074,0.887615119356751,106307,119767,36.9,15378,26401,91193,55198,35152
253,1101-2020,228448,0.8967784789106609,108008,120440,36.9,15325,27196,91656,55700,35617
254,1101-2021,227434,0.8937998567788565,107340,120094,37.0,15209,26940,91269,54635,36348
257,1103-2019,119630,0.9665313234593066,58797,60833,40.8,7242,13764,43230,32388,21408
258,1103-2020,123336,0.9782504090077953,60990,62346,40.8,7391,14406,44590,33356,21925
259,1103-2021,123668,0.9769482855087523,61113,62555,40.8,7388,14416,44915,32906,22348
262,1105-2019,8940,0.8710757639179573,4162,4778,39.2,496,916,3487,2148,1795
263,1105-2020,8452,0.8782222222222222,3952,4500,39.7,455,879,3263,2039,1718
264,1105-2021,8355,0.8678739101274312,3882,4473,39.9,454,858,3222,2003,1718
267,1107-2019,19940,1.007854193938173,10009,9931,41.9,1037,1892,7432,5470,3889
268,1107-2020,19062,1.010971621479059,9583,9479,41.8,1002,1833,7110,5235,3678
269,1107-2021,18801,1.0090831374225262,9443,9358,41.9,957,1811,7051,5115,3661
272,1109-2019,33034,0.9261807580174928,15884,17150,31.8,1772,3135,15583,7096,5091
273,1109-2020,32981,0.9261227588623488,15858,17123,31.8,1743,3215,15485,7088,5095
274,1109-2021,32991,0.9212089447938504,15819,17172,32.1,1740,3195,15461,6994,5234
277,1111-2019,22781,0.9465948901990944,11078,11703,44.1,1274,2422,7611,6387,4800
278,1111-2020,21971,0.9531513912347764,10722,11249,44.3,1191,2381,7310,6236,4574
279,1111-2021,21989,0.945929203539823,10689,11300,44.5,1175,2363,7298,6193,4674
282,1113-2019,58098,0.9197700161913888,27835,30263,37.1,4004,7072,22919,14819,8510
283,1113-2020,59226,0.9219860457569364,28411,30815,37.1,4007,7297,23320,15110,8717
284,1113-2021,58722,0.9118346084974768,28007,30715,37.3,3920,7283,22954,14868,8889
287,1115-2019,89735,0.9785901704407648,44382,45353,40.5,5167,10398,33122,24538,15302
288,1115-2020,91333,0.9888291270169632,45410,45923,40.6,5121,10644,33689,25016,15621
289,1115-2021,92748,0.9865490061686086,46060,46688,40.7,5137,10677,34401,25073,16163
292,1117-2019,218176,0.9330704824347672,105311,112865,39.8,12166,25844,83517,58787,34821
293,1117-2020,223708,0.945946886335366,108747,114961,40.0,11983,26781,85464,60438,35780
294,1117-2021,226902,0.9442521250342748,110198,116704,40.2,11807,26662,86893,60781,37385
297,1119-2019,12358,0.8414543287140516,5647,6711,36.9,718,1142,5048,2960,2369
298,1119-2020,12295,0.8544494720965309,5665,6630,36.9,695,1173,5001,2910,2386
299,1119-2021,12164,0.854833790789875,5606,6558,36.7,669,1192,4932,2817,2415
302,1121-2019,80226,0.9299477976376628,38657,41569,41.3,4300,8422,29784,21952,14770
303,1121-2020,82069,0.9418180957789136,39805,42264,41.4,4389,8637,30401,22459,15121
304,1121-2021,81524,0.942111156109298,39547,41977,41.6,4264,8430,30228,22069,15435
307,1123-2019,40337,0.941892932794146,19565,20772,45.5,2151,4268,13064,11433,8979
308,1123-2020,41229,0.9540736527797526,20130,21099,45.6,2106,4456,13303,11680,9194
309,1123-2021,41023,0.9500404050007132,19986,21037,45.8,2016,4367,13300,11497,9339
312,1125-2019,210321,0.9267928469346624,101165,109156,33.5,12435,22083,97352,47298,28836
313,1125-2020,227153,0.9339247554424172,109696,117457,33.8,13159,24417,104203,51365,31355
314,1125-2021,227007,0.9311691294694128,109458,117549,34.1,12841,24564,103592,50959,32306
317,1127-2019,63680,0.953314315511794,31079,32601,42.2,3849,7067,22253,17228,12532
318,1127-2020,65100,0.96119780683256,31906,33194,42.1,3923,7362,22653,17585,12781
319,1127-2021,64818,0.9605577568736576,31757,33061,42.1,3902,7365,22557,17299,12858
322,1129-2019,16279,0.9500479156684236,7931,8348,43.2,919,1712,5630,4561,3241
323,1129-2020,15296,0.9640472521828454,7508,7788,43.3,865,1611,5249,4311,3060
324,1129-2021,15147,0.9595084087968953,7417,7730,43.3,840,1604,5219,4238,3048
327,1131-2019,10396,0.8950054684651841,4910,5486,40.5,658,1163,3730,2591,2107
328,1131-2020,10518,0.8951351351351351,4968,5550,41.1,654,1183,3744,2649,2154
329,1131-2021,10446,0.8896526772793053,4918,5528,41.7,661,1162,3657,2619,2215
332,1133-2019,23700,0.9679481856680228,11657,12043,45.8,1263,2364,7728,6788,5271
333,1133-2020,23491,0.981359649122807,11635,11856,45.7,1231,2356,7675,6759,5183
334,1133-2021,23652,0.9774266365688488,11691,11961,45.8,1208,2385,7714,6789,5245
337,2013-2019,3355,2.0723443223443225,2263,1092,44.4,58,131,1516,1292,341
338,2013-2020,3418,2.040925266903914,2294,1124,44.7,58,133,1530,1308,374
339,2013-2021,3398,2.0312221231043712,2277,1121,44.6,54,137,1527,1270,399
342,2016-2019,5702,1.9422084623323013,3764,1938,41.7,190,336,2647,2066,418
343,2016-2020,5206,1.997121473805412,3469,1737,41.9,168,327,2383,1881,405
344,2016-2021,5059,2.067919951485749,3410,1649,42.1,151,327,2314,1822,414
347,2020-2019,288790,1.0382251018089168,147103,141687,34.4,20148,34667,127632,68985,33618
348,2020-2020,290637,1.0476479001247032,148700,141937,34.7,19657,35462,128195,68860,34755
349,2020-2021,288121,1.0489332954060588,147501,140620,35.1,18918,35016,127294,67110,35974
352,2050-2019,18493,1.0795007309119533,9600,8893,27.5,2007,3250,7797,3650,1448
353,2050-2020,18648,1.0941044357102752,9743,8905,27.7,1996,3328,7819,3669,1506
354,2050-2021,18557,1.0982587064676617,9713,8844,27.6,1986,3349,7762,3577,1552
357,2060-2019,840,1.1,440,400,41.8,60,73,309,248,144
358,2060-2020,831,1.1362467866323906,442,389,42.9,47,90,287,244,156
359,2060-2021,838,1.1709844559585492,452,386,40.8,45,107,296,238,148
362,2068-2019,2125,1.2321428571428572,1173,952,40.0,95,212,901,664,241
363,2068-2020,1611,1.2008196721311477,879,732,40.4,66,160,677,496,196
364,2068-2021,1593,1.200276243093923,869,724,40.9,70,153,660,489,204
367,2070-2019,4932,1.0405461315680595,2515,2417,30.3,471,788,1981,1103,507
368,2070-2020,4839,1.0688328345446771,2500,2339,30.6,444,798,1947,1052,520
369,2070-2021,4772,1.0702819956616052,2467,2305,30.7,427,792,1953,999,528
372,2090-2019,97088,1.1699521702203746,52346,44742,31.9,7101,11548,46262,20308,10765
373,2090-2020,95286,1.1747346799041425,51471,43815,32.4,6738,11619,45063,19765,10985
374,2090-2021,95593,1.180497262773723,51753,43840,32.4,6635,11422,45735,19240,11366
377,2100-2019,2561,0.9929961089494164,1276,1285,49.3,114,208,813,806,587
378,2100-2020,2085,1.0521653543307086,1069,1016,48.1,89,180,677,632,485
379,2100-2021,2071,1.0484668644906034,1060,1011,48.1,92,178,668,611,500
382,2105-2019,2144,1.1526104417670682,1148,996,50.2,99,197,612,699,511
383,2105-2020,2361,1.2065420560747664,1291,1070,50.7,113,224,668,754,575
384,2105-2021,2332,1.21042654028436,1277,1055,51.2,110,204,676,725,596
387,2110-2019,32038,1.0348046999047316,16293,15745,38.5,1804,3439,13124,8770,4534
388,2110-2020,32195,1.0484189094610932,16478,15717,38.8,1695,3502,13208,8712,4694
389,2110-2021,31973,1.0384443736053557,16288,15685,39.3,1584,3470,13064,8597,4863
392,2122-2019,58914,1.0904832872045986,30732,28182,41.2,3497,6745,21042,16064,10846
393,2122-2020,58893,1.099871639449476,30847,28046,41.2,3431,6774,21057,15756,11107
394,2122-2021,59767,1.1014380647656552,31326,28441,41.3,3399,6852,21519,15595,11616
397,2130-2019,13905,1.0523985239852398,7130,6775,39.6,759,1501,5425,3761,2276
398,2130-2020,13902,1.0516528925619837,7126,6776,39.9,723,1523,5428,3725,2345
399,2130-2021,13754,1.0571343104995512,7068,6686,40.6,655,1493,5352,3652,2438
402,2150-2019,13209,1.140842787682334,7039,6170,35.0,939,1676,5786,3123,1536
403,2150-2020,13023,1.149009900990099,6963,6060,35.5,844,1708,5663,3049,1598
404,2150-2021,12787,1.1632549484012855,6876,5911,35.9,783,1667,5538,2942,1683
407,2164-2019,1583,1.037323037323037,806,777,34.5,151,203,622,393,186
408,2164-2020,1454,1.0536723163841808,746,708,34.7,127,196,576,367,167
409,2164-2021,1416,1.046242774566474,724,692,35.5,123,194,540,362,175
412,2170-2019,108578,1.0795602543476597,56366,52212,35.9,7383,14773,43689,27380,13639
413,2170-2020,107460,1.0889545507561915,56018,51442,36.3,7062,14726,43196,26971,13768
414,2170-2021,110686,1.085110391078291,57602,53084,36.3,7096,14978,45096,27120,14616
417,2180-2019,10040,1.1123500946770462,5287,4753,28.6,966,1801,4236,2039,822
418,2180-2020,10032,1.120481927710843,5301,4731,28.7,926,1845,4257,1993,835
419,2180-2021,9865,1.111967458788268,5194,4671,29.1,860,1808,4194,1967,858
422,2185-2019,9433,1.5752115752115752,5770,3663,33.5,784,1334,3926,2557,693
423,2185-2020,10993,1.5969761398535318,6760,4233,34.0,849,1598,4564,2976,834
424,2185-2021,10972,1.596308566019877,6746,4226,34.3,779,1616,4580,2966,865
427,2188-2019,7673,1.1730387992070237,4142,3531,27.9,808,1465,3140,1544,582
428,2188-2020,7784,1.181003082095825,4215,3569,28.2,793,1496,3168,1582,596
429,2188-2021,7560,1.1736630247268545,4082,3478,28.4,744,1453,3084,1511,624
432,2195-2019,3294,1.0510585305105853,1688,1606,42.3,181,377,1135,902,666
433,2195-2020,3401,1.068734793187348,1757,1644,42.1,177,403,1186,907,684
434,2195-2021,3356,1.0703269586674893,1735,1621,42.7,171,399,1170,856,719
437,2198-2019,6211,1.2142602495543673,3406,2805,42.5,332,766,2105,1809,1123
438,2198-2020,5725,1.2319688109161793,3160,2565,42.9,300,695,1921,1655,1079
439,2198-2021,5729,1.2179636082075107,3146,2583,43.9,276,662,1903,1660,1141
442,2220-2019,8501,1.049421407907425,4353,4148,39.8,424,938,3393,2270,1369
443,2220-2020,8428,1.0601319970667318,4337,4091,40.3,435,905,3326,2246,1409
444,2220-2021,8407,1.0504878048780488,4307,4100,40.6,422,855,3338,2227,1447
447,2230-2019,1193,1.122775800711744,631,562,40.5,56,100,527,321,184
448,2230-2020,1239,1.1071428571428572,651,588,40.7,46,104,563,328,189
449,2230-2021,1132,1.1398865784499057,603,529,41.8,34,100,507,295,189
452,2240-2019,6879,1.2118971061093249,3769,3110,38.1,508,869,2561,1801,1052
453,2240-2020,6831,1.2128279883381925,3744,3087,37.9,510,918,2516,1735,1063
454,2240-2021,6970,1.2275487376158518,3841,3129,37.1,534,958,2621,1702,1061
457,2275-2019,2513,1.0751445086705202,1302,1211,49.9,106,270,723,755,630
458,2275-2020,2130,1.125748502994012,1128,1002,48.7,99,223,643,602,541
459,2275-2021,2055,1.1339563862928348,1092,963,48.1,107,218,627,563,516
462,2282-2019,576,1.2766798418972332,323,253,43.5,34,53,202,165,115
463,2282-2020,683,1.2919463087248322,385,298,44.3,34,77,228,207,131
464,2282-2021,704,1.3157894736842106,400,304,44.1,32,83,236,208,138
467,2290-2019,5254,1.1016,2754,2500,35.7,403,801,1942,1231,821
468,2290-2020,5300,1.1345146999597262,2817,2483,36.4,395,807,1911,1244,866
469,2290-2021,5275,1.1399594320486814,2810,2465,36.5,383,807,1904,1221,880
472,4001-2019,71920,0.9751730198835548,35508,36412,35.6,4772,10042,27324,17217,11377
473,4001-2020,65897,0.9835350069231232,32675,33222,36.0,4171,9189,25052,15872,10491
474,4001-2021,65623,0.9831671199758236,32533,33090,36.3,4116,8924,25103,15651,10706
477,4003-2019,127248,1.03495866050439,64717,62531,41.4,7173,13855,45603,29785,29298
478,4003-2020,125398,1.04364406779661,64038,61360,41.6,6823,13791,44926,29267,29041
479,4003-2021,126050,1.0497934757862557,64556,61494,41.8,6638,13746,45235,28983,29889
482,4005-2019,143967,0.9695336333912472,70870,73097,31.1,7498,14669,70831,30440,18832
483,4005-2020,145116,0.9795653893898264,71809,73307,31.8,7367,15112,70516,30783,19604
484,4005-2021,145052,0.977586300921634,71704,73348,32.2,7047,14829,70514,30472,20390
487,4007-2019,54077,0.9824400615880928,26799,27278,50.6,2789,5526,15317,13905,15972
488,4007-2020,53306,1.001877722697912,26678,26628,50.6,2599,5596,15170,13693,15654
489,4007-2021,53589,1.002952719117922,26834,26755,50.9,2447,5557,15364,13589,16017
492,4009-2019,38890,1.1513525474359685,20813,18077,33.6,2710,5383,16646,8095,5460
493,4009-2020,38614,1.163128116071929,20763,17851,33.8,2662,5373,16523,8092,5366
494,4009-2021,39050,1.162596223071385,20993,18057,34.1,2568,5354,16749,8254,5510
497,4011-2019,9467,1.0788317962231009,4913,4554,34.5,733,1306,3907,2096,1283
498,4011-2020,9522,1.0936675461741423,4974,4548,34.7,714,1333,3960,2074,1290
499,4011-2021,9404,1.091171892372693,4907,4497,34.8,670,1338,3898,1976,1359
502,4012-2019,21257,1.0534196290571871,10905,10352,57.8,958,1734,5368,4347,8657
503,4012-2020,16580,1.0593715066451372,8529,8051,58.0,705,1353,4188,3438,6735
504,4012-2021,16408,1.060271220492215,8444,7964,58.0,718,1327,4168,3330,6697
507,4013-2019,4492261,0.9776592953391232,2220757,2271504,36.9,275862,535942,1842257,1077837,699367
508,4013-2020,4438342,0.9888270409448128,2206704,2231638,37.1,262776,531492,1821026,1073619,686869
509,4013-2021,4496588,0.9882647583707558,2235024,2261564,37.3,258361,527398,1854185,1083406,709277
512,4015-2019,213846,1.0209613094675565,108032,105814,53.0,9193,17928,60544,57179,66861
513,4015-2020,214070,1.0299461386739492,108614,105456,53.0,8982,18200,60489,57374,66903
514,4015-2021,217692,1.0319030773682294,110555,107137,53.2,8923,18190,61736,57478,69089
517,4017-2019,111037,0.9988658865886588,55487,55550,38.2,7358,15083,39250,26683,20866
518,4017-2020,106802,1.01875059068141,53897,52905,38.4,6824,14474,37976,25568,20224
519,4017-2021,108147,1.016576852076302,54518,53629,38.7,6626,14376,38714,25794,20899
522,4019-2019,1049261,0.9685725864249184,516255,533006,39.1,56854,109602,415509,241917,213126
523,4019-2020,1045599,0.9781506468346912,517025,528574,39.2,54745,110260,414409,241266,212215
524,4019-2021,1052030,0.9783329823083404,520254,531776,39.4,53096,109092,418762,240536,217441
527,4021-2019,461640,1.0781114952463269,239496,222144,40.0,25341,53853,173751,105612,96976
528,4021-2020,429583,1.0818980139767955,223241,206342,40.2,23097,50053,161357,99077,90166
529,4021-2021,449557,1.0819378322805329,233625,215932,40.2,24112,51332,170432,102967,94452
532,4023-2019,46728,0.9307495248326584,22526,24202,37.5,3237,6276,16962,10849,8662
533,4023-2020,47653,0.9425624719742368,23122,24531,37.8,3253,6419,17184,11134,8872
534,4023-2021,47883,0.9437768937241212,23249,24634,37.9,3162,6293,17420,11039,9175
537,4025-2019,236062,0.9568608921273616,115429,120633,54.7,9543,19075,63898,64253,77003
538,4025-2020,237067,0.969044079171408,116670,120397,54.9,9222,19269,64062,64022,78133
539,4025-2021,242253,0.9688322876369428,119209,123044,55.2,9144,19322,65591,64157,81576
542,4027-2019,214182,1.0616824049207312,110295,103887,35.1,15089,26691,85564,41757,42048
543,4027-2020,204437,1.0749758944430348,105912,98525,35.1,14147,25820,81889,40007,39685
544,4027-2021,206990,1.0765241119170152,107309,99681,35.2,14228,25958,83356,39934,40569
547,5001-2019,17515,0.9330096015892284,8454,9061,42.2,1154,2006,5995,4631,3509
548,5001-2020,17105,0.946404187528448,8317,8788,42.0,1109,2048,5837,4491,3401
549,5001-2021,16722,0.9430629793167558,8116,8606,42.4,1061,1983,5685,4391,3382
552,5003-2019,19742,0.937960145283204,9555,10187,43.2,1147,2271,6625,5323,4144
553,5003-2020,18960,0.9520230618758364,9247,9713,43.3,1089,2235,6276,5116,3990
554,5003-2021,18674,0.9574423480083858,9134,9540,43.3,1067,2167,6222,4997,3961
557,5005-2019,41978,0.9411791907514452,20353,21625,52.2,1909,3739,11699,11054,13112
558,5005-2020,41655,0.9527001687605476,20323,21332,51.7,1847,3769,11807,10999,12751
559,5005-2021,42144,0.9528288772531394,20563,21581,51.6,1815,3808,12109,11019,12897
562,5007-2019,279835,0.9908863245066094,139277,140558,35.6,19497,37138,116716,64299,38062
563,5007-2020,286353,1.005090572987053,143540,142813,35.8,19438,38147,119973,66030,38376
564,5007-2021,293692,1.0055586285074332,147253,146439,35.9,19325,38643,123862,67422,39888
567,5009-2019,37616,0.970352522130847,18525,19091,42.3,2216,4310,12838,9749,7982
568,5009-2020,37352,0.9837484731000052,18523,18829,42.3,2091,4365,12816,9768,7798
569,5009-2021,37830,0.9789704959196484,18714,19116,42.1,2084,4412,13149,9778,7875
572,5011-2019,10792,0.9487179487179488,5254,5538,40.6,683,1363,3762,2758,2077
573,5011-2020,10498,0.95821675060623,5137,5361,40.3,672,1354,3662,2681,1975
574,5011-2021,10408,0.9512560929883764,5074,5334,40.4,670,1293,3643,2646,1981
577,5013-2019,5137,1.0248324793062673,2600,2537,45.7,224,524,1728,1489,1123
578,5013-2020,4725,1.0516717325227964,2422,2303,45.6,192,489,1588,1382,1018
579,5013-2021,4741,1.0435344827586206,2421,2320,45.5,211,461,1611,1370,1029
582,5015-2019,28352,0.986268740367101,14078,14274,44.8,1611,3141,9118,7437,6678
583,5015-2020,28202,1.0029829545454545,14122,14080,44.7,1586,3124,9094,7353,6667
584,5015-2021,28435,1.0051477328820253,14254,14181,44.7,1535,3138,9252,7322,6798
587,5017-2019,10189,1.0168250197941409,5137,5052,44.1,583,1138,3339,2777,2210
588,5017-2020,10143,1.0281943611277744,5142,5001,44.1,558,1155,3303,2776,2209
589,5017-2021,10019,1.0492943342196768,5130,4889,43.4,571,1109,3323,2665,2205
592,5019-2019,22365,0.9045388742229412,10622,11743,32.9,1182,2138,10196,4865,3746
593,5019-2020,21362,0.920870425321464,10241,11121,33.0,1080,2107,9750,4648,3546
594,5019-2021,21321,0.9235835438469866,10237,11084,32.6,1085,2137,9737,4548,3567
597,5021-2019,14494,0.9591781562584484,7096,7398,43.7,819,1509,4937,3876,3152
598,5021-2020,14508,0.976028330155271,7166,7342,43.4,801,1541,4965,3906,3098
599,5021-2021,14350,0.9867091236328396,7127,7223,43.4,759,1573,4944,3835,3070
602,5023-2019,25019,0.9712417270721716,12327,12692,49.4,1118,2431,7460,6852,6878
603,5023-2020,24665,0.9847911804940854,12238,12427,49.3,1104,2396,7366,6837,6672
604,5023-2021,25015,0.9829567974633372,12400,12615,49.2,1120,2454,7495,6851,6785
607,5025-2019,7937,0.9680138854450782,3904,4033,44.3,410,857,2659,2209,1689
608,5025-2020,7544,0.9738356881214024,3722,3822,44.0,370,837,2527,2114,1575
609,5025-2021,7514,0.976848197842673,3713,3801,44.2,391,798,2522,2082,1602
612,5027-2019,23496,0.9276396751169088,11307,12189,35.5,1379,2435,9915,5361,4129
613,5027-2020,22741,0.9377130197682344,11005,11736,35.5,1329,2409,9597,5200,3940
614,5027-2021,22672,0.93744659032644,10970,11702,35.1,1311,2456,9624,5072,3933
617,5029-2019,20905,0.9677146084337348,10281,10624,42.3,1284,2402,7142,5700,4125
618,5029-2020,20729,0.9785243867519328,10252,10477,42.3,1214,2450,7048,5690,4057
619,5029-2021,20873,0.9717551483090876,10287,10586,42.4,1181,2460,7147,5657,4161
622,5031-2019,110772,0.9428230672092044,53756,57016,34.2,7863,13801,47593,24588,15439
623,5031-2020,111576,0.9484492875104776,54312,57264,34.4,7547,14192,48034,24844,15381
624,5031-2021,112218,0.950633593491978,54689,57529,34.5,7344,14309,48511,24720,15690
627,5033-2019,63406,0.9723768936448192,31259,32147,39.4,4017,7767,23233,16538,10905
628,5033-2020,60107,0.9782451290152712,29723,30384,39.7,3617,7493,21886,15868,10338
629,5033-2021,60378,0.977985257985258,29853,30525,39.9,3602,7348,22090,15771,10639
632,5035-2019,47924,0.905223821261032,22770,25154,35.7,3687,6373,18569,11746,6820
633,5035-2020,48067,0.912733784321528,22937,25130,35.7,3570,6579,18537,11851,6811
634,5035-2021,47525,0.9104759607653964,22649,24876,35.9,3436,6567,18258,11591,6942
637,5037-2019,16333,0.9455628350208456,7938,8395,40.8,1005,1960,5822,4248,3071
638,5037-2020,16762,0.9611559611559612,8215,8547,41.0,1015,2049,5906,4424,3134
639,5037-2021,16681,0.9473499883259398,8115,8566,40.9,1026,2009,5894,4379,3130
642,5039-2019,6951,0.9702380952380952,3423,3528,45.8,350,750,2230,1842,1684
643,5039-2020,6445,0.9824669332513072,3194,3251,46.0,314,728,2036,1702,1582
644,5039-2021,6308,0.9761904761904762,3116,3192,46.4,290,708,1999,1637,1595
647,5041-2019,11400,0.8790176363936048,5333,6067,39.9,739,1477,3924,2892,2208
648,5041-2020,11330,0.881747218070088,5309,6021,39.8,736,1480,3910,2859,2170
649,5041-2021,11090,0.8831720156223467,5201,5889,40.5,674,1436,3809,2783,2199
652,5043-2019,18092,0.95293609671848,8828,9264,37.4,1146,1944,7237,4274,3272
653,5043-2020,17309,0.9620267513035592,8487,8822,37.6,1082,1873,6946,4126,3076
654,5043-2021,17110,0.956994166761981,8367,8743,37.7,1046,1857,6851,4026,3111
657,5045-2019,125828,0.953274654993092,61409,64419,33.7,7529,14579,57295,28590,16176
658,5045-2020,123666,0.9582587765831104,60515,63151,34.0,7196,14478,56010,28214,16073
659,5045-2021,125106,0.9540484818193178,61082,64024,34.1,7212,14403,56850,28304,16544
662,5047-2019,17737,0.99740990990991,8857,8880,42.1,989,2017,6220,4698,3573
663,5047-2020,17122,1.0077392120075046,8594,8528,41.7,942,1983,6052,4533,3376
664,5047-2021,17173,0.9998835448934436,8586,8587,41.6,921,1986,6104,4483,3428
667,5049-2019,12516,0.9731988018287876,6173,6343,48.1,662,1323,3711,3377,3286
668,5049-2020,12033,0.9758620689655172,5943,6090,48.2,610,1294,3576,3269,3127
669,5049-2021,12145,0.9741547464239272,5993,6152,47.5,604,1339,3651,3241,3140
672,5051-2019,99472,0.9279013877044732,47876,51596,45.5,5319,9862,32945,26109,24121
673,5051-2020,100162,0.9413121426494816,48567,51595,45.3,5283,10025,33295,26289,24102
674,5051-2021,100330,0.9402436666022046,48620,51710,45.4,5192,9953,33390,26157,24475
677,5053-2019,18287,0.9737722611980572,9022,9265,41.4,992,2067,6649,4948,3366
678,5053-2020,17975,0.9866268788682582,8927,9048,41.3,953,2043,6577,4870,3267
679,5053-2021,18090,0.9818141980718668,8962,9128,41.2,946,2051,6672,4861,3311
682,5055-2019,45316,0.9685490877497828,22296,23020,38.4,2923,5472,17381,11462,7410
683,5055-2020,45818,0.9814902910521992,22695,23123,38.4,2886,5641,17606,11625,7410
684,5055-2021,46317,0.9764028163004054,22882,23435,38.3,2876,5718,17927,11645,7491
687,5057-2019,21568,0.9346968066020812,10420,11148,39.7,1482,2886,7369,5504,4029
688,5057-2020,19993,0.9478760717069368,9729,10264,39.7,1342,2676,6862,5083,3725
689,5057-2021,19694,0.9529948433161444,9610,10084,39.8,1332,2566,6813,4929,3752
692,5059-2019,33784,1.096431895749302,17669,16115,42.0,1721,3455,12544,9105,6531
693,5059-2020,33034,1.0955341283938087,17270,15764,42.3,1666,3367,12212,8956,6402
694,5059-2021,33148,1.1030326100748635,17386,15762,42.6,1623,3265,12294,9005,6523
697,5061-2019,13219,0.9323198362812456,6378,6841,38.6,928,1780,4621,3299,2404
698,5061-2020,12755,0.9437671441633648,6193,6562,38.5,894,1699,4499,3170,2295
699,5061-2021,12698,0.9529375576745616,6196,6502,38.5,876,1694,4523,3110,2291
702,5063-2019,37819,0.9572012627438804,18496,19323,39.3,2405,4646,13827,9553,6821
703,5063-2020,37892,0.9731305977921266,18688,19204,39.1,2317,4737,13962,9551,6769
704,5063-2021,37723,0.9753364402785778,18626,19097,39.5,2265,4610,13913,9477,6902
707,5065-2019,13620,1.0790718974202411,7069,6551,47.9,575,1311,4285,3767,3530
708,5065-2020,13576,1.0940922412463363,7093,6483,47.7,593,1270,4321,3776,3447
709,5065-2021,13911,1.1096451319381255,7317,6594,47.1,644,1244,4559,3829,3456
712,5067-2019,16782,0.988859919412183,8344,8438,40.5,940,1635,6558,4339,3096
713,5067-2020,16737,1.000119502868069,8369,8368,40.3,964,1666,6555,4322,3038
